aggregation;formula;dimension;layers;train_source;test_source;num_epochs;has_progress_log;final_train_acc;final_test_acc;acc_size_1-10;acc_size_11-20;acc_size_21-30;acc_size_31-40;acc_size_41-50;acc_size_51-60;acc_size_61-70;acc_size_71-80;acc_size_81-90;acc_size_91-100;acc_set_RG;acc_set_CG;acc_set_HC
mean;psi_9;5;5;RG;RG;2000;TRUE;0,8308;0,8153;0,9688;0,8261;0,8125;0,7059;0,7205;0,808;0,8048;0,883;0,7914;0,8711;0,823;0,888;0,8195
mean;psi_10;2;2;RG;RG;2000;TRUE;0,8229;0,8066;1;0,971;0,8984;0,8289;0,8166;0,7283;0,7477;0,7686;0,8082;0,8462;0,8147;0,9796;0,9093
mean;psi_10;3;3;RG;RG;2000;TRUE;0,8229;0,8066;1;0,971;0,8984;0,8289;0,8166;0,7283;0,7477;0,7686;0,8082;0,8462;0,8147;0,9796;0,9093
mean;psi_10;4;4;RG;RG;2000;TRUE;0,8229;0,8066;1;0,971;0,8984;0,8289;0,8166;0,7283;0,7477;0,7686;0,8082;0,8462;0,8147;0,9796;0,9093
mean;psi_10;5;5;RG;RG;2000;TRUE;0,8229;0,8066;1;0,971;0,8984;0,8289;0,8166;0,7283;0,7477;0,7686;0,8082;0,8462;0,8147;0,9796;0,9093
mean;psi_11;2;2;RG;RG;2000;TRUE;0,9639;0,9739;0,7188;0,5797;0,8594;0,9572;0,9913;1;1;1;1;1;0,9689;0,6455;0,7211
mean;psi_11;3;3;RG;RG;2000;TRUE;0,9694;0,9782;0,8438;0,6812;0,8594;0,9626;0,9869;1;1;1;1;1;0,9738;0,6542;0,7399
mean;psi_11;4;4;RG;RG;2000;TRUE;0,9702;0,9743;0,7188;0,5942;0,8672;0,9626;0,9825;1;1;1;1;1;0,9723;0,3701;0,6834
mean;psi_11;5;5;RG;RG;2000;TRUE;0,9682;0,9806;0,8125;0,7536;0,875;0,9679;0,9825;1;1;1;1;1;0,9744;0,6447;0,6986
mean;psi_11;6;6;RG;RG;2000;TRUE;0,973;0,9806;0,7812;0,7826;0,8672;0,9679;0,9825;1;1;1;1;1;0,9768;0,6447;0,6927
mean;psi_12;2;2;RG;RG;2000;TRUE;0,9317;0,9407;0,5938;0,5942;0,7266;0,877;0,9301;0,9529;0,97;0,9814;0,9928;0,9958;0,9362;0,6886;0,698
mean;psi_12;3;3;RG;RG;2000;TRUE;0,9269;0,9426;0,7812;0,7101;0,7109;0,8556;0,9083;0,9457;0,973;0,984;0,9976;0,9958;0,9348;0,341;0,6656
mean;psi_12;4;4;RG;RG;2000;TRUE;0,9226;0,9407;0,8438;0,6087;0,7344;0,8503;0,9039;0,942;0,973;0,984;0,9976;0,9958;0,9316;0,672;0,6613
mean;psi_12;5;5;RG;RG;2000;TRUE;0,923;0,9411;0,8125;0,6957;0,6953;0,8556;0,9039;0,942;0,973;0,984;0,9976;0,9958;0,932;0,2938;0,6016
mean;psi_13;2;2;RG;RG;2000;TRUE;0,9905;0,9921;0,9688;0,9855;0,9844;1;0,9869;1;0,997;0,9973;1;0,9771;0,9913;1;0,9927
mean;psi_13;3;3;RG;RG;2000;TRUE;0,774;0,746;0,6875;0,6087;0,7266;0,7647;0,7336;0,7609;0,7628;0,766;0,7626;0,7235;0,76;0,9328;0,7085
mean;psi_13;4;4;RG;RG;2000;TRUE;0,9877;0,9869;1;0,9855;0,9688;0,9893;0,9825;0,971;0,994;0,9814;0,9976;0,9917;0,9873;1;0,9727
mean;psi_13;5;5;RG;RG;2000;TRUE;0,4234;0,4494;0,6562;0,4638;0,4531;0,3422;0,4454;0,4094;0,4204;0,3537;0,5731;0,4865;0,4364;0,5866;0,4916
mean;psi_14;2;2;RG;RG;2000;TRUE;0,9805;0,9862;0,875;0,9565;0,9219;0,9733;0,9694;0,9891;0,994;0,9973;1;1;0,9834;0,8156;0,9008
mean;psi_14;3;3;RG;RG;2000;TRUE;0,9805;0,9862;0,875;0,9565;0,9219;0,9733;0,9694;0,9891;0,994;0,9973;1;1;0,9834;0,8156;0,9001
mean;psi_14;4;4;RG;RG;2000;TRUE;0,9805;0,9862;0,875;0,9565;0,9219;0,9733;0,9694;0,9891;0,994;0,9973;1;1;0,9834;0,8156;0,9008
mean;psi_14;5;5;RG;RG;2000;TRUE;0,9805;0,9862;0,875;0,9565;0,9219;0,9733;0,9694;0,9891;0,994;0,9973;1;1;0,9834;0,8156;0,9008
mean;psi_15;3;3;RG;RG;2000;TRUE;0,8769;0,8774;0,5938;0,6667;0,6328;0,6631;0,8428;0,837;0,9339;0,9309;0,9544;0,9667;0,8771;0,1575;0,6233
mean;psi_15;4;4;RG;RG;2000;TRUE;0,8777;0,8778;0,625;0,7101;0,6328;0,6524;0,8384;0,837;0,9339;0,9309;0,9544;0,9667;0,8777;0,4961;0,5913
mean;psi_15;5;5;RG;RG;2000;TRUE;0,8801;0,8801;0,625;0,7391;0,6484;0,6631;0,8384;0,837;0,9339;0,9309;0,9544;0,9667;0,8801;0,1565;0,5823
mean;psi_15;6;6;RG;RG;2000;TRUE;0,9011;0,8964;0,8125;0,7826;0,7109;0,7594;0,8472;0,8442;0,9369;0,9255;0,9616;0,9667;0,8987;0,2353;0,6654
mean;psi_15;7;7;RG;RG;2000;TRUE;0,8928;0,8833;0,7812;0,7391;0,6328;0,6898;0,8384;0,837;0,9339;0,9309;0,9544;0,9667;0,888;0,6185;0,648
mean;psi_16;2;2;RG;RG;2000;TRUE;0,9857;0,9826;0,8438;0,8841;0,8906;0,9626;0,9782;0,9891;0,997;0,9973;1;1;0,9841;0,6461;0,885
mean;psi_16;3;3;RG;RG;2000;TRUE;0,9913;0,9885;1;0,9565;0,9219;0,9679;0,9782;0,9891;0,997;0,9973;1;1;0,9899;0,8362;0,935
mean;psi_16;4;4;RG;RG;2000;TRUE;0,9889;0,9873;1;0,9275;0,9141;0,9679;0,9782;0,9891;0,997;0,9973;1;1;0,9881;0,5957;0,9099
mean;psi_16;5;5;RG;RG;2000;TRUE;0,9909;0,9873;1;0,9275;0,9062;0,9733;0,9782;0,9891;0,997;0,9973;1;1;0,9891;0,5957;0,902
mean;psi_16;6;6;RG;RG;2000;TRUE;0,9809;0,9826;0,8438;0,8841;0,8906;0,9626;0,9782;0,9891;0,997;0,9973;1;1;0,9818;0,5957;0,8702
max;psi_1;2;2;CG;CG;263;TRUE;0,9988;1;1;1;1;1;1;1;1;1;1;1;0,9265;0,9994;0,9504
max;psi_1;3;3;CG;CG;2000;TRUE;0,9518;0,7121;0,7105;0,6395;0,7163;0,6978;0,722;0,7182;0,7096;0,711;0,7166;0,7189;0,8405;0,8269;0,7786
max;psi_1;4;4;CG;CG;1573;TRUE;0,9918;0,9875;0,9211;0,9651;0,9787;0,9835;0,9876;0,9897;0,991;0,9898;0,9909;0,9919;0,8975;0,9895;0,8625
max;psi_2;2;2;CG;CG;2000;TRUE;0,7975;0,4446;0,4737;0,4535;0,4823;0,4615;0,4481;0,4227;0,4132;0,4297;0,449;0,4644;0,9271;0,6137;0,6875
max;psi_2;3;3;CG;CG;2000;TRUE;0,9876;0,5391;0,4737;0,5233;0,5177;0,5;0,5477;0,5395;0,5389;0,5448;0,542;0,556;0,8312;0,754;0,6399
max;psi_2;4;4;CG;CG;2000;TRUE;0,9984;0,6753;0,7368;0,6977;0,7092;0,6923;0,7054;0,7045;0,6976;0,6675;0,6485;0,6334;0,4291;0,8301;0,6287
max;psi_2;5;5;CG;CG;1030;TRUE;0,9868;0,5205;0,4474;0,4884;0,5177;0,489;0,5311;0,5258;0,512;0,5192;0,5283;0,5356;0,9273;0,7439;0,6921
max;psi_3;2;2;CG;CG;1;FALSE;1;1;1;1;1;1;1;1;1;1;1;1;0,9836;1;0,9484
max;psi_3;3;3;CG;CG;1;FALSE;1;1;1;1;1;1;1;1;1;1;1;1;0,9836;1;0,9484
max;psi_3;4;4;CG;CG;1;FALSE;1;1;1;1;1;1;1;1;1;1;1;1;0,9836;1;0,9484
max;psi_3;5;5;CG;CG;1;FALSE;1;1;1;1;1;1;1;1;1;1;1;1;0,9836;1;0,9484
max;psi_3;6;6;CG;CG;1;FALSE;1;1;1;1;1;1;1;1;1;1;1;1;0,9836;1;0,9484
max;psi_4;2;2;CG;CG;2000;TRUE;0,7905;0,8714;0,9211;0,8488;0,8723;0,8736;0,8838;0,8866;0,8862;0,8696;0,8617;0,8554;0,9015;0,8326;0,7638
max;psi_4;3;3;CG;CG;2000;TRUE;0,9885;0,75;0,7105;0,7442;0,7801;0,7747;0,7386;0,7148;0,7126;0,734;0,7642;0,7882;0,5844;0,8643;0,6081
max;psi_4;4;4;CG;CG;2000;TRUE;0,9843;0,8942;0,8684;0,9186;0,922;0,9396;0,8672;0,8557;0,8653;0,8926;0,9048;0,9145;0,3969;0,9374;0,637
max;psi_4;5;5;CG;CG;2000;TRUE;0,9967;0,5599;0,6842;0,6163;0,6241;0,5989;0,5519;0,5258;0,518;0,5422;0,5601;0,5743;0,91;0,7692;0,8491
max;psi_4;6;6;CG;CG;2000;TRUE;0,9868;0,8858;0,9211;0,8605;0,922;0,9286;0,8797;0,8488;0,8593;0,867;0,8912;0,9145;0,9219;0,9342;0,9091
max;psi_5;2;2;CG;CG;1;FALSE;1;1;1;1;1;1;1;1;1;1;1;1;0,9946;1;0,9532
max;psi_5;3;3;CG;CG;1;FALSE;1;1;1;1;1;1;1;1;1;1;1;1;0,9946;1;0,9532
max;psi_5;4;4;CG;CG;1;FALSE;1;1;1;1;1;1;1;1;1;1;1;1;0,9946;1;0,9532
max;psi_5;5;5;CG;CG;1;FALSE;1;1;1;1;1;1;1;1;1;1;1;1;0,9946;1;0,9532
max;psi_5;6;6;CG;CG;1;FALSE;1;1;1;1;1;1;1;1;1;1;1;1;0,9946;1;0,9532
max;psi_6;2;2;CG;CG;579;TRUE;1;0,9454;0,9474;0,9535;0,922;0,9286;0,9295;0,9519;0,9431;0,9488;0,9569;0,9491;0,9376;0,9715;0,9141
max;psi_6;3;3;CG;CG;2000;TRUE;0,9002;0,9165;1;1;0,9504;0,9615;0,9046;0,8866;0,8922;0,9028;0,9138;0,9226;0,9386;0,9087;0,9141
max;psi_6;4;4;CG;CG;2000;TRUE;0,9002;0,9165;1;1;0,9504;0,9615;0,9046;0,8866;0,8922;0,9028;0,9138;0,9226;0,936;0,9087;0,9052
max;psi_6;5;5;CG;CG;621;TRUE;0,9988;0,9643;1;1;0,9504;0,9615;0,9544;0,9656;0,976;0,9693;0,9637;0,9532;0,9386;0,9808;0,9139
max;psi_6;6;6;CG;CG;2000;TRUE;0,9002;0,9165;1;1;0,9504;0,9615;0,9046;0,8866;0,8922;0,9028;0,9138;0,9226;0,9386;0,9087;0,9141
max;psi_7;6;6;CG;CG;832;TRUE;0,9975;0,6893;0,5526;0,7093;0,6028;0,6319;0,7054;0,7216;0,7275;0,7008;0,6893;0,6802;0,3264;0,837;0,4869
max;psi_7;7;7;CG;CG;2000;TRUE;0,8016;0,5797;0,4474;0,6047;0,5035;0,5275;0,6058;0,622;0,6257;0,5806;0,5714;0,5642;0,3264;0,686;0,4888
max;psi_7;8;8;CG;CG;1324;TRUE;0,9876;0,8414;0,7368;0,814;0,8085;0,8242;0,8423;0,8522;0,8563;0,8517;0,8458;0,8411;0,3278;0,9115;0,3409
max;psi_7;9;9;CG;CG;2000;TRUE;0,8016;0,5797;0,4474;0,6047;0,5035;0,5275;0,6058;0,622;0,6257;0,5806;0,5714;0,5642;0,3264;0,686;0,4888
max;psi_7;10;10;CG;CG;71;TRUE;1;0,6825;0,5526;0,7093;0,6028;0,6319;0,7054;0,7216;0,7275;0,6803;0,6712;0,6762;0,3268;0,8346;0,4936
max;psi_8;6;6;CG;CG;1;FALSE;1;1;1;1;1;1;1;1;1;1;1;1;0,9608;1;0,8856
max;psi_8;7;7;CG;CG;1;FALSE;1;1;1;1;1;1;1;1;1;1;1;1;0,9608;1;0,8856
max;psi_8;8;8;CG;CG;1;FALSE;1;1;1;1;1;1;1;1;1;1;1;1;0,9608;1;0,8856
max;psi_8;9;9;CG;CG;1;FALSE;1;1;1;1;1;1;1;1;1;1;1;1;0,9608;1;0,8856
max;psi_8;10;10;CG;CG;1;FALSE;1;1;1;1;1;1;1;1;1;1;1;1;0,9608;1;0,8856
max;psi_9;2;2;CG;CG;1;FALSE;1;0,9313;0,9211;0,9419;0,922;0,9341;0,9295;0,9416;0,9491;0,9412;0,9252;0,9124;0,3971;0,9642;0,7851
max;psi_9;3;3;CG;CG;1;FALSE;1;0,9313;0,9211;0,9419;0,922;0,9341;0,9295;0,9416;0,9491;0,9412;0,9252;0,9124;0,3971;0,9642;0,7851
max;psi_9;4;4;CG;CG;2;FALSE;1;0,8877;0,9211;0,9419;0,8298;0,8571;0,8963;0,9313;0,9431;0,9028;0,8685;0,8411;0,3746;0,9415;0,6077
max;psi_9;5;5;CG;CG;1;FALSE;1;0,9313;0,9211;0,9419;0,922;0,9341;0,9295;0,9416;0,9491;0,9412;0,9252;0,9124;0,3971;0,9642;0,7851
max;psi_10;2;2;CG;CG;3;FALSE;1;0,959;0,9211;0,9651;0,9433;0,9615;0,9627;0,9725;0,979;0,9616;0,9524;0,945;0,4005;0,9787;0,7091
max;psi_10;3;3;CG;CG;2;FALSE;1;0,9283;0,8684;0,9302;0,9291;0,9286;0,917;0,9347;0,9401;0,9361;0,9297;0,9185;0,3748;0,9627;0,7359
max;psi_10;4;4;CG;CG;1;FALSE;1;0,9609;0,9211;0,9651;0,9433;0,9615;0,9627;0,9725;0,979;0,9668;0,9546;0,9491;0,8147;0,9796;0,9093
max;psi_10;5;5;CG;CG;1;FALSE;1;0,9609;0,9211;0,9651;0,9433;0,9615;0,9627;0,9725;0,979;0,9668;0,9546;0,9491;0,8147;0,9796;0,9093
max;psi_11;2;2;CG;CG;2000;TRUE;0,9002;0,5341;0,5;0,5;0,5674;0,5879;0,5519;0,543;0,5449;0,5269;0,5193;0,5112;0,0402;0,7095;0,3652
max;psi_11;3;3;CG;CG;2000;TRUE;0,9979;0,5106;0,5526;0,5116;0,5887;0,6099;0,5187;0,4983;0,503;0,4936;0,4943;0,4847;0,0499;0,7441;0,3338
max;psi_11;4;4;CG;CG;2000;TRUE;0,8008;0,5998;0,5789;0,6047;0,6454;0,6538;0,5934;0,5773;0,5749;0,5857;0,6032;0,609;0,3323;0,6961;0,538
max;psi_11;5;5;CG;CG;2000;TRUE;0,8016;0,4818;0,3947;0,4535;0,5035;0,511;0,473;0,4605;0,4581;0,4783;0,4921;0,5031;0,0886;0,6351;0,464
max;psi_11;6;6;CG;CG;2000;TRUE;0,9901;0,4586;0,3947;0,3953;0,461;0,478;0,4564;0,4467;0,4461;0,4527;0,4671;0,4807;0,0573;0,7133;0,4422
max;psi_12;2;2;CG;CG;2000;TRUE;0,7419;0,6734;0,7368;0,686;0,6738;0,6923;0,6639;0,6701;0,6796;0,6777;0,6689;0,6619;0,0939;0,7062;0,5145
max;psi_12;3;3;CG;CG;2000;TRUE;0,7419;0,6734;0,7368;0,686;0,6738;0,6923;0,6639;0,6701;0,6796;0,6777;0,6689;0,6619;0,0939;0,7062;0,5145
max;psi_12;4;4;CG;CG;2000;TRUE;0,7864;0,6791;0,7632;0,6512;0,6879;0,7033;0,6763;0,6804;0,6886;0,6829;0,6712;0,664;0,0939;0,7305;0,5131
max;psi_12;5;5;CG;CG;2000;TRUE;0,8895;0,7234;0,8158;0,7326;0,766;0,7637;0,7178;0,7079;0,7096;0,7136;0,7188;0,721;0,2713;0,803;0,5765
max;psi_13;2;2;CG;CG;621;TRUE;0,9992;0,8285;0,6842;0,7907;0,8298;0,8297;0,8174;0,8316;0,8234;0,8389;0,8435;0,831;0,5343;0,9103;0,6083
max;psi_13;3;3;CG;CG;333;TRUE;0,8016;0,9112;1;0,9884;0,8794;0,9011;0,9129;0,9278;0,9371;0,9105;0,898;0,888;0,5826;0,8587;0,6589
max;psi_13;4;4;CG;CG;2000;TRUE;0,7975;0,3926;0,3684;0,3721;0,4184;0,4121;0,3859;0,3711;0,3683;0,3887;0,4014;0,4114;0,4364;0,5866;0,4916
max;psi_13;5;5;CG;CG;2000;TRUE;0,9876;0,8778;0,7632;0,8488;0,8369;0,8407;0,8838;0,8866;0,8862;0,8875;0,8844;0,89;0,4592;0,9304;0,5291
max;psi_14;2;2;CG;CG;2000;TRUE;0,9992;0,7011;0,6579;0,686;0,7092;0,6923;0,7054;0,7045;0,6976;0,7033;0,7029;0,7026;0,981;0,8439;0,9068
max;psi_14;3;3;CG;CG;2000;TRUE;0,9406;0,7007;0,6579;0,6744;0,7092;0,6923;0,7054;0,7045;0,6976;0,7033;0,7029;0,7026;0,9834;0,8156;0,9008
max;psi_14;4;4;CG;CG;2000;TRUE;0,9406;0,7007;0,6579;0,6744;0,7092;0,6923;0,7054;0,7045;0,6976;0,7033;0,7029;0,7026;0,9834;0,8156;0,9008
max;psi_14;5;5;CG;CG;2000;TRUE;0,9406;0,7007;0,6579;0,6744;0,7092;0,6923;0,7054;0,7045;0,6976;0,7033;0,7029;0,7026;0,9834;0,8156;0,9008
max;psi_15;3;3;CG;CG;2000;TRUE;0,9419;0,7473;0,7368;0,7326;0,7376;0,7418;0,7344;0,7457;0,7485;0,7596;0,7528;0,7475;0,152;0,8405;0,5467
max;psi_15;4;4;CG;CG;2000;TRUE;0,8495;0,7466;0,7368;0,7093;0,7376;0,7418;0,7344;0,7457;0,7485;0,7596;0,7528;0,7475;0,1508;0,7959;0,5455
max;psi_15;5;5;CG;CG;2000;TRUE;0,8495;0,7466;0,7368;0,7093;0,7376;0,7418;0,7344;0,7457;0,7485;0,7596;0,7528;0,7475;0,1508;0,7959;0,5455
max;psi_15;6;6;CG;CG;2000;TRUE;0,9992;0,8585;0,7895;0,8372;0,8511;0,8571;0,8589;0,866;0,8683;0,8593;0,8594;0,8574;0,1639;0,9259;0,5449
max;psi_15;7;7;CG;CG;2000;TRUE;0,8495;0,7466;0,7368;0,7093;0,7376;0,7418;0,7344;0,7457;0,7485;0,7596;0,7528;0,7475;0,1508;0,7959;0,5455
max;psi_16;2;2;CG;CG;2000;TRUE;0,5513;0,8399;0,8421;0,8953;0,8865;0,8791;0,8299;0,8076;0,8084;0,8286;0,8435;0,8534;0,9657;0,7016;0,7954
max;psi_16;3;3;CG;CG;339;TRUE;0,6074;0,585;0,6842;0,6279;0,5816;0,5934;0,61;0,5258;0,5988;0,6113;0,5306;0,609;0,9631;0,5957;0,7391
max;psi_16;4;4;CG;CG;193;TRUE;0,6074;0,585;0,6842;0,6279;0,5816;0,5934;0,61;0,5258;0,5988;0,6113;0,5306;0,609;0,9631;0,5957;0,7391
max;psi_16;5;5;CG;CG;2000;TRUE;0,9876;0,6927;0,7632;0,7674;0,7305;0,7637;0,7178;0,5979;0,6796;0,6905;0,6372;0,7413;0,829;0,834;0,7353
max;psi_16;6;6;CG;CG;2000;TRUE;0,6074;0,585;0,6842;0,6279;0,5816;0,5934;0,61;0,5258;0,5988;0,6113;0,5306;0,609;0,9631;0,5957;0,7391
sum;psi_1;2;2;CG;CG;2000;TRUE;0,9019;0,9514;0,9211;0,9302;0,9362;0,9341;0,9502;0,9588;0,9491;0,9565;0,9592;0,9552;0,6266;0,9277;0,8292
sum;psi_1;3;3;CG;CG;1006;TRUE;0,9992;0,9951;1;0,9884;0,9929;0,989;1;1;0,988;0,9872;1;1;0,6425;0,997;0,8613
sum;psi_1;4;4;CG;CG;2000;TRUE;0,7085;0,7595;0,6579;0,7326;0,8227;0,8187;0,7967;0,8007;0,7934;0,7468;0,7279;0,7047;0,4974;0,735;0,493
sum;psi_2;2;2;CG;CG;1913;TRUE;0,7975;0,5588;0,4474;0,5349;0,4823;0,5604;0,527;0,5464;0,5719;0,5882;0,5669;0,5764;0,2109;0,6732;0,4474
sum;psi_2;3;3;CG;CG;1540;TRUE;0,9992;0,61;0,4737;0,5465;0,617;0,5989;0,5892;0,6323;0,5898;0,6394;0,6417;0,5927;0,1312;0,7965;0,4104
sum;psi_2;4;4;CG;CG;1432;TRUE;0,9992;0,58;0,5789;0,5581;0,6028;0,5934;0,61;0,5601;0,5569;0,5703;0,5692;0,6029;0,3855;0,7809;0,5603
sum;psi_2;5;5;CG;CG;128;TRUE;0,9996;0,6024;0,4211;0,5581;0,6028;0,6044;0,5934;0,5739;0,5689;0,6036;0,6213;0,6497;0,4606;0,7927;0,5787
sum;psi_3;2;2;CG;CG;1;FALSE;1;0,9837;1;1;0,9787;0,9835;1;0,9725;0,976;0,9795;0,9705;1;0,2525;0,9915;0,7503
sum;psi_3;3;3;CG;CG;1;FALSE;1;0,9738;1;1;1;0,9835;0,9793;0,9759;0,976;0,9693;0,9683;0,9593;0,1375;0,9864;0,6271
sum;psi_3;4;4;CG;CG;9;FALSE;0,9975;1;1;1;1;1;1;1;1;1;1;1;0,9836;0,9988;0,9488
sum;psi_3;5;5;CG;CG;7;FALSE;1;0,9958;1;1;0,9929;0,9945;0,9959;0,9966;0,997;0,9898;0,9977;0,998;0,8841;0,9978;0,9277
sum;psi_3;6;6;CG;CG;1;FALSE;1;1;1;1;1;1;1;1;1;1;1;1;0,9836;1;0,9484
sum;psi_4;2;2;CG;CG;2000;TRUE;0,9843;0,758;0,7368;0,6977;0,7518;0,7527;0,751;0,7595;0,7605;0,7724;0,7642;0,7576;0,8609;0,8664;0,8416
sum;psi_4;3;3;CG;CG;2000;TRUE;0,9963;0,8126;0,7368;0,8721;0,8511;0,8187;0,8174;0,7835;0,7126;0,7801;0,8481;0,8717;0,3975;0,9006;0,7002
sum;psi_4;4;4;CG;CG;2000;TRUE;0,9905;0,8517;0,8421;0,8837;0,9078;0,9011;0,8423;0,8179;0,8174;0,8363;0,8549;0,8697;0,8912;0,9182;0,6658
sum;psi_4;5;5;CG;CG;2000;TRUE;0,9992;0,7549;0,7105;0,7558;0,7376;0,7418;0,7552;0,7491;0,7515;0,7621;0,7551;0,7678;0,6326;0,872;0,7681
sum;psi_4;6;6;CG;CG;1915;TRUE;0,9889;0,7728;0,3158;0,4884;0,7376;0,8462;0,8133;0,8247;0,8234;0,7877;0,771;0,7454;0,8415;0,8763;0,4764
sum;psi_5;2;2;CG;CG;13;TRUE;1;1;1;1;1;1;1;1;1;1;1;1;0,9946;1;0,9532
sum;psi_5;3;3;CG;CG;1;FALSE;1;1;1;1;1;1;1;1;1;1;1;1;0,9847;1;0,9526
sum;psi_5;4;4;CG;CG;1;FALSE;1;1;1;1;1;1;1;1;1;1;1;1;0,9946;1;0,9514
sum;psi_5;5;5;CG;CG;1;FALSE;1;1;1;1;1;1;1;1;1;1;1;1;0,9946;1;0,9512
sum;psi_5;6;6;CG;CG;1;FALSE;1;0,912;0,9474;0,9186;0,9078;0,9341;0,9004;0,9003;0,9072;0,9156;0,9138;0,9124;0,1383;0,9542;0,6492
sum;psi_6;2;2;CG;CG;2000;TRUE;0,9971;0,9181;1;1;0,9574;0,9615;0,9046;0,8866;0,8922;0,9054;0,9161;0,9246;0,9302;0,9559;0,9074
sum;psi_6;3;3;CG;CG;2000;TRUE;0,9002;0,9165;1;1;0,9504;0,9615;0,9046;0,8866;0,8922;0,9028;0,9138;0,9226;0,9386;0,9087;0,9141
sum;psi_6;4;4;CG;CG;1118;TRUE;0,9992;0,9799;1;1;0,9504;0,9615;0,9793;0,9931;0,994;0,9795;0,9796;0,9735;0,9386;0,9891;0,9141
sum;psi_6;5;5;CG;CG;2000;TRUE;0,9946;0,9772;1;0,9767;0,9504;0,9615;0,9668;0,9725;0,976;0,9795;0,9864;0,9878;0,9384;0,9856;0,902
sum;psi_6;6;6;CG;CG;1461;TRUE;0,988;0,9279;0,9737;1;0,9504;0,9615;0,9046;0,89;0,8922;0,913;0,9365;0,9552;0,9386;0,9567;0,9143
sum;psi_7;6;6;CG;CG;118;TRUE;1;0,7068;0,5789;0,7326;0,6241;0,6484;0,7261;0,7629;0,7665;0,7136;0,7029;0,6721;0,3264;0,8473;0,4873
sum;psi_7;7;7;CG;CG;97;TRUE;0,9992;0,5918;0,5;0,6512;0,5319;0,544;0,6141;0,6289;0,6347;0,5908;0,5828;0,5703;0,3296;0,787;0,4578
sum;psi_7;8;8;CG;CG;341;TRUE;0,8016;0,5861;0,4474;0,6047;0,5177;0,5385;0,61;0,6289;0,6347;0,5882;0,5782;0,5662;0,3262;0,6894;0,4869
sum;psi_7;9;9;CG;CG;452;TRUE;0,9996;0,6992;0,4737;0,7442;0,5957;0,6209;0,7303;0,7629;0,7635;0,7059;0,6893;0,6741;0,3268;0,8431;0,4659
sum;psi_7;10;10;CG;CG;32;TRUE;0,988;0,6222;0,5;0,6163;0,5319;0,5495;0,6473;0,6701;0,6737;0,6317;0,6168;0,6069;0,3264;0,7975;0,4829
sum;psi_8;6;6;CG;CG;6;FALSE;1;0,9985;1;1;1;1;1;1;0,997;0,9974;0,9977;0,998;0,9608;0,9992;0,8766
sum;psi_8;7;7;CG;CG;1;FALSE;1;1;1;1;1;1;1;1;1;1;1;1;0,9608;1;0,8856
sum;psi_8;8;8;CG;CG;2;FALSE;0,9959;0,9901;1;0,9884;0,9858;0,978;0,9834;0,9863;0,991;0,9923;0,9932;0,9959;0,9608;0,9929;0,885
sum;psi_8;9;9;CG;CG;6;FALSE;0,9971;1;1;1;1;1;1;1;1;1;1;1;0,2119;0,9986;0,6544
sum;psi_8;10;10;CG;CG;1;FALSE;1;1;1;1;1;1;1;1;1;1;1;1;0,9608;1;0,8856
sum;psi_9;2;2;CG;CG;1;FALSE;1;0,9313;0,9211;0,9419;0,922;0,9341;0,9295;0,9416;0,9491;0,9412;0,9252;0,9124;0,3971;0,9642;0,7851
sum;psi_9;3;3;CG;CG;5;FALSE;0,9889;0,9344;0,9211;0,9535;0,9149;0,9231;0,9378;0,9485;0,9611;0,9412;0,9184;0,9226;0,7115;0,9605;0,8214
sum;psi_9;4;4;CG;CG;1;FALSE;1;0,9313;0,9211;0,9419;0,922;0,9341;0,9295;0,9416;0,9491;0,9412;0,9252;0,9124;0,3971;0,9642;0,7851
sum;psi_9;5;5;CG;CG;1;FALSE;1;0,9313;0,9211;0,9419;0,922;0,9341;0,9295;0,9416;0,9491;0,9412;0,9252;0,9124;0,3971;0,9642;0,7851
sum;psi_10;2;2;CG;CG;1;FALSE;1;0,9609;0,9211;0,9651;0,9433;0,9615;0,9627;0,9725;0,979;0,9668;0,9546;0,9491;0,8147;0,9796;0,9093
sum;psi_10;3;3;CG;CG;1;FALSE;1;0,9503;0,9211;0,9535;0,9362;0,956;0,9461;0,9656;0,9671;0,9565;0,9501;0,9308;0,386;0,9741;0,8096
sum;psi_10;4;4;CG;CG;1;FALSE;1;0,9609;0,9211;0,9651;0,9433;0,9615;0,9627;0,9725;0,979;0,9668;0,9546;0,9491;0,8147;0,9796;0,9093
sum;psi_10;5;5;CG;CG;3;FALSE;1;0,9602;0,9211;0,9535;0,9433;0,9615;0,9627;0,9725;0,976;0,9668;0,9546;0,9491;0,8147;0,9793;0,9093
sum;psi_11;2;2;CG;CG;2000;TRUE;0,9988;0,497;0,4474;0,5;0,4894;0,511;0,4938;0,4948;0,503;0,4962;0,4966;0,4969;0,0567;0,7374;0,4979
sum;psi_11;3;3;CG;CG;2000;TRUE;0,8078;0,5148;0,4737;0,5116;0,5532;0,544;0,5311;0,5086;0,5;0,4987;0,5102;0,5193;0,9675;0,6552;0,8252
sum;psi_11;4;4;CG;CG;74;TRUE;0,9988;0,5015;0,4474;0,5;0,5035;0,5275;0,5021;0,4983;0,506;0,4987;0,4989;0,499;0,0589;0,7398;0,5392
sum;psi_11;5;5;CG;CG;117;TRUE;0,8016;0,7447;0,4737;0,4884;0,6738;0,7308;0,7095;0,7457;0,7455;0,8414;0,7914;0,7332;0,9078;0,772;0,7182
