aggregation;formula;dimension;layers;train_source;test_source;num_epochs;has_progress_log;final_train_acc;final_test_acc;acc_size_1-10;acc_size_11-20;acc_size_21-30;acc_size_31-40;acc_size_41-50;acc_size_51-60;acc_size_61-70;acc_size_71-80;acc_size_81-90;acc_size_91-100;acc_set_RG;acc_set_CG;acc_set_HC
sum;psi_11;6;6;CG;CG;1287;TRUE;0,9988;0,5903;0,5263;0,5814;0,5745;0,6044;0,5851;0,5876;0,5988;0,5908;0,5918;0,5927;0,0327;0,786;0,3247
sum;psi_12;2;2;CG;CG;2000;TRUE;0,9002;0,8949;0,8947;0,8837;0,8511;0,8571;0,8921;0,9038;0,9012;0,9028;0,9025;0,9022;0,9661;0,8975;0,9095
sum;psi_12;3;3;CG;CG;2000;TRUE;0,859;0,9936;0,9211;0,9767;0,9858;0,989;0,9917;0,9931;0,997;0,9974;0,9977;0,998;0,9637;0,9291;0,887
sum;psi_12;4;4;CG;CG;2000;TRUE;0,9897;0,8877;0,7895;0,907;0,8936;0,9286;0,8797;0,8763;0,8862;0,8875;0,8866;0,888;0,0822;0,9366;0,3557
sum;psi_12;5;5;CG;CG;2000;TRUE;0,9414;0,8551;0,9211;0,8605;0,8582;0,8571;0,8548;0,8591;0,8623;0,8568;0,8503;0,8432;0,5684;0,8965;0,6378
sum;psi_13;2;2;CG;CG;2000;TRUE;0,7357;0,6351;0,7368;0,6279;0,5674;0,5769;0,6141;0,6289;0,6347;0,6471;0,6531;0,6578;0,5892;0,6833;0,6901
sum;psi_13;3;3;CG;CG;2000;TRUE;0,9522;0,8699;0,7105;0,8605;0,8723;0,8626;0,8797;0,866;0,8802;0,8593;0,8685;0,8859;0,5517;0,9093;0,5009
sum;psi_13;4;4;CG;CG;453;TRUE;0,9984;0,4723;0,3947;0,4302;0,4468;0,4341;0,473;0,4811;0,4731;0,4834;0,483;0,4827;0,4199;0,7244;0,378
sum;psi_13;5;5;CG;CG;294;TRUE;0,9975;0,4078;0,3684;0,4302;0,4397;0,4231;0,3983;0,3814;0,3743;0,4041;0,4172;0,4297;0,4185;0,6904;0,3701
sum;psi_14;2;2;CG;CG;2000;TRUE;0,9992;0,7838;0,7632;0,7791;0,7943;0,7747;0,7884;0,7869;0,7844;0,7801;0,7846;0,7841;0,2794;0,887;0,6636
sum;psi_14;3;3;CG;CG;2000;TRUE;0,9992;0,8046;0,7632;0,7907;0,8156;0,8022;0,8091;0,8076;0,8024;0,8056;0,805;0,8045;0,9836;0,8978;0,8791
sum;psi_14;4;4;CG;CG;2000;TRUE;0,9518;0,7071;0,6579;0,686;0,7234;0,7033;0,7137;0,7113;0,7036;0,7084;0,7075;0,7067;0,9808;0,8243;0,888
sum;psi_14;5;5;CG;CG;2000;TRUE;0,9518;0,7071;0,6579;0,6977;0,7163;0,7033;0,7137;0,7113;0,7036;0,7084;0,7075;0,7067;0,655;0,8243;0,8359
sum;psi_15;3;3;CG;CG;2000;TRUE;0,8495;0,7466;0,7368;0,7093;0,7376;0,7418;0,7344;0,7457;0,7485;0,7596;0,7528;0,7475;0,1508;0,7959;0,5455
sum;psi_15;4;4;CG;CG;2000;TRUE;0,8495;0,7466;0,7368;0,7093;0,7376;0,7418;0,7344;0,7457;0,7485;0,7596;0,7528;0,7475;0,1508;0,7959;0,5455
sum;psi_15;5;5;CG;CG;2000;TRUE;0,8495;0,7466;0,7368;0,7093;0,7376;0,7418;0,7344;0,7457;0,7485;0,7596;0,7528;0,7475;0,1508;0,7959;0,5455
sum;psi_15;6;6;CG;CG;2000;TRUE;0,8495;0,7466;0,7368;0,7093;0,7376;0,7418;0,7344;0,7457;0,7485;0,7596;0,7528;0,7475;0,1508;0,7959;0,5455
sum;psi_15;7;7;CG;CG;2000;TRUE;0,8454;0,7538;0,7105;0,6744;0,7447;0,7473;0,7344;0,7526;0,7635;0,7698;0,7642;0,7576;0,1685;0,7977;0,57
sum;psi_16;2;2;CG;CG;2000;TRUE;0,9035;0,6779;0,7368;0,7093;0,6667;0,6868;0,7012;0,6186;0,6946;0,7059;0,6259;0,7047;0,9663;0,786;0,7541
sum;psi_16;3;3;CG;CG;2000;TRUE;0,8977;0,6703;0,6842;0,6279;0,6667;0,6758;0,6971;0,6151;0,6916;0,7008;0,6213;0,7006;0,9574;0,7793;0,7154
sum;psi_16;4;4;CG;CG;1482;TRUE;0,9992;0,9131;0,8421;0,9186;0,8723;0,8681;0,9004;0,9622;0,8802;0,9182;0,9615;0,8982;0,8797;0,9544;0,6713
sum;psi_16;5;5;CG;CG;343;TRUE;0,9992;0,9594;0,8421;0,9651;0,9291;0,9725;0,9793;0,9003;0,985;0,9923;0,9138;0,9939;0,9631;0,9785;0,7166
sum;psi_16;6;6;CG;CG;1096;TRUE;0,8087;0,7743;0,6842;0,7558;0,766;0,7912;0,8008;0,7182;0,7964;0,8056;0,7256;0,8045;0,9631;0,7908;0,7304
mean;psi_1;2;2;CG;CG;485;TRUE;0,9992;0,997;1;1;0,9929;0,9945;0,9959;0,9966;0,997;0,9974;0,9977;0,998;0,9988;0,998;0,9966
mean;psi_1;3;3;CG;CG;2000;TRUE;0,7555;0,8092;0,8158;0,8837;0,7589;0,7802;0,7718;0,7938;0,8054;0,8159;0,8299;0,8269;0,5129;0,7834;0,5441
mean;psi_1;4;4;CG;CG;257;TRUE;1;0,9545;1;1;1;1;0,9378;0,9141;0,9162;0,9437;0,9592;0,9756;1;0,9763;0,9984
mean;psi_2;2;2;CG;CG;346;TRUE;0,9006;0,6168;0,5789;0,6163;0,6241;0,5989;0,6266;0,622;0,6108;0,6138;0,619;0,6212;0,9362;0,7528;0,7205
mean;psi_2;3;3;CG;CG;2000;TRUE;0,7975;0,4446;0,4737;0,4535;0,4823;0,4615;0,4481;0,4227;0,4132;0,4297;0,449;0,4644;0,9271;0,6137;0,6875
mean;psi_2;4;4;CG;CG;381;TRUE;0,988;0,9237;0,8421;0,907;0,9504;0,9505;0,9087;0,9244;0,9222;0,9258;0,9297;0,9165;0,9283;0,9546;0,7114
mean;psi_2;5;5;CG;CG;2000;TRUE;0,7975;0,4446;0,4737;0,4535;0,4823;0,4615;0,4481;0,4227;0,4132;0,4297;0,449;0,4644;0,9271;0,6137;0,6875
mean;psi_3;2;2;CG;CG;1;FALSE;1;1;1;1;1;1;1;1;1;1;1;1;0,9836;1;0,9484
mean;psi_3;3;3;CG;CG;1;FALSE;1;1;1;1;1;1;1;1;1;1;1;1;0,9836;1;0,9484
mean;psi_3;4;4;CG;CG;1;FALSE;1;1;1;1;1;1;1;1;1;1;1;1;0,9836;1;0,9484
mean;psi_3;5;5;CG;CG;1;FALSE;1;1;1;1;1;1;1;1;1;1;1;1;0,9836;1;0,9484
mean;psi_3;6;6;CG;CG;1;FALSE;1;1;1;1;1;1;1;1;1;1;1;1;0,9836;1;0,9484
mean;psi_4;2;2;CG;CG;2000;TRUE;0,9885;0,7538;0,7105;0,7558;0,7801;0,7747;0,7386;0,7148;0,7126;0,7417;0,771;0,7943;0,5491;0,8662;0,54
mean;psi_4;3;3;CG;CG;2000;TRUE;0,9394;0,8752;0,9211;0,8721;0,9007;0,8956;0,8963;0,89;0,8862;0,867;0,8571;0,8534;0,9211;0,9059;0,9014
mean;psi_4;4;4;CG;CG;2000;TRUE;0,7967;0,8714;0,9211;0,8488;0,8723;0,8736;0,8838;0,8866;0,8862;0,8696;0,8617;0,8554;0,9223;0,8356;0,919
mean;psi_4;5;5;CG;CG;2000;TRUE;0,9431;0,9188;1;0,9302;0,9787;0,9066;0,9004;0,8797;0,8832;0,89;0,9456;0,9532;0,9221;0,9304;0,9103
mean;psi_4;6;6;CG;CG;2000;TRUE;0,7967;0,8729;0,9211;0,8953;0,8723;0,8736;0,8838;0,8866;0,8862;0,8696;0,8617;0,8554;0,892;0,8364;0,7025
mean;psi_5;2;2;CG;CG;1;FALSE;1;1;1;1;1;1;1;1;1;1;1;1;0,9946;1;0,9532
mean;psi_5;3;3;CG;CG;1;FALSE;1;1;1;1;1;1;1;1;1;1;1;1;0,9946;1;0,9532
mean;psi_5;4;4;CG;CG;1;FALSE;1;1;1;1;1;1;1;1;1;1;1;1;0,9946;1;0,9532
mean;psi_5;5;5;CG;CG;1;FALSE;1;1;1;1;1;1;1;1;1;1;1;1;0,9946;1;0,9532
mean;psi_5;6;6;CG;CG;1;FALSE;1;1;1;1;1;1;1;1;1;1;1;1;0,9946;1;0,9532
mean;psi_6;2;2;CG;CG;2000;TRUE;0,9967;0,9913;1;0,9302;0,9929;0,9945;0,9917;0,9931;0,994;0,9923;0,9932;0,9939;0,9384;0,9939;0,9153
mean;psi_6;3;3;CG;CG;2000;TRUE;0,9979;0,8934;0,8947;0,8372;0,9007;0,8956;0,9046;0,9038;0,9012;0,8951;0,8889;0,8859;0,9142;0,9435;0,8809
mean;psi_6;4;4;CG;CG;2000;TRUE;0,9497;0,9697;1;0,9535;0,9504;0,956;0,971;0,9828;0,988;0,9744;0,966;0,9593;0,9384;0,9601;0,9121
mean;psi_6;5;5;CG;CG;2000;TRUE;0,9002;0,9165;1;1;0,9504;0,9615;0,9046;0,8866;0,8922;0,9028;0,9138;0,9226;0,9386;0,9087;0,9141
mean;psi_6;6;6;CG;CG;2000;TRUE;0,9002;0,9165;1;1;0,9504;0,9615;0,9046;0,8866;0,8922;0,9028;0,9138;0,9226;0,9386;0,9087;0,9141
mean;psi_7;6;6;CG;CG;2000;TRUE;0,8016;0,5797;0,4474;0,6047;0,5035;0,5275;0,6058;0,622;0,6257;0,5806;0,5714;0,5642;0,3264;0,686;0,4888
mean;psi_7;7;7;CG;CG;2000;TRUE;0,8016;0,5797;0,4474;0,6047;0,5035;0,5275;0,6058;0,622;0,6257;0,5806;0,5714;0,5642;0,3264;0,686;0,4888
mean;psi_7;8;8;CG;CG;2000;TRUE;0,8016;0,5797;0,4474;0,6047;0,5035;0,5275;0,6058;0,622;0,6257;0,5806;0,5714;0,5642;0,3264;0,686;0,4888
mean;psi_7;9;9;CG;CG;292;TRUE;1;0,6176;0,4474;0,6279;0,5532;0,5714;0,6307;0,6289;0,6257;0,6164;0,6304;0,6354;0,3268;0,8008;0,491
mean;psi_7;10;10;CG;CG;2000;TRUE;0,8016;0,5797;0,4474;0,6047;0,5035;0,5275;0,6058;0,622;0,6257;0,5806;0,5714;0,5642;0,3264;0,686;0,4888
mean;psi_8;6;6;CG;CG;1;FALSE;1;1;1;1;1;1;1;1;1;1;1;1;0,9608;1;0,8856
mean;psi_8;7;7;CG;CG;1;FALSE;1;1;1;1;1;1;1;1;1;1;1;1;0,9608;1;0,8856
mean;psi_8;8;8;CG;CG;1;FALSE;1;1;1;1;1;1;1;1;1;1;1;1;0,9608;1;0,8856
mean;psi_8;9;9;CG;CG;1;FALSE;1;1;1;1;1;1;1;1;1;1;1;1;0,9608;1;0,8856
mean;psi_8;10;10;CG;CG;1;FALSE;1;1;1;1;1;1;1;1;1;1;1;1;0,9608;1;0,8856
mean;psi_9;2;2;CG;CG;5;FALSE;0,9538;0,9313;0,9211;0,9419;0,922;0,9341;0,9295;0,9416;0,9491;0,9412;0,9252;0,9124;0,3886;0,9421;0,7426
mean;psi_9;3;3;CG;CG;1;FALSE;1;0,9313;0,9211;0,9419;0,922;0,9341;0,9295;0,9416;0,9491;0,9412;0,9252;0,9124;0,3936;0,9642;0,7665
mean;psi_9;4;4;CG;CG;1;FALSE;1;0,9313;0,9211;0,9419;0,922;0,9341;0,9295;0,9416;0,9491;0,9412;0,9252;0,9124;0,3971;0,9642;0,7851
mean;psi_9;5;5;CG;CG;1;FALSE;1;0,9313;0,9211;0,9419;0,922;0,9341;0,9295;0,9416;0,9491;0,9412;0,9252;0,9124;0,3971;0,9642;0,7851
mean;psi_10;2;2;CG;CG;1;FALSE;1;0,9609;0,9211;0,9651;0,9433;0,9615;0,9627;0,9725;0,979;0,9668;0,9546;0,9491;0,8147;0,9796;0,9093
mean;psi_10;3;3;CG;CG;1;FALSE;1;0,9609;0,9211;0,9651;0,9433;0,9615;0,9627;0,9725;0,979;0,9668;0,9546;0,9491;0,8147;0,9796;0,9093
mean;psi_10;4;4;CG;CG;1;FALSE;1;0,9609;0,9211;0,9651;0,9433;0,9615;0,9627;0,9725;0,979;0,9668;0,9546;0,9491;0,8147;0,9796;0,9093
mean;psi_10;5;5;CG;CG;1;FALSE;1;0,9609;0,9211;0,9651;0,9433;0,9615;0,9627;0,9725;0,979;0,9668;0,9546;0,9491;0,8147;0,9796;0,9093
mean;psi_11;2;2;CG;CG;2000;TRUE;0,8973;0,4765;0,4737;0,4651;0,5106;0,5165;0,5021;0,4845;0,479;0,4629;0,4603;0,4603;0,1264;0,6781;0,4339
mean;psi_11;3;3;CG;CG;2000;TRUE;0,9992;0,3202;0,3421;0,314;0,3901;0,3901;0,3361;0,3127;0,3114;0,3043;0,3039;0,3035;0,0597;0,6455;0,4622
mean;psi_11;4;4;CG;CG;2000;TRUE;0,8045;0,4249;0,4211;0,407;0,4468;0,4396;0,4315;0,4089;0,3982;0,4092;0,4308;0,4481;0,1175;0,6068;0,5392
mean;psi_11;5;5;CG;CG;2000;TRUE;0,9959;0,448;0,4211;0,4302;0,4965;0,5055;0,4772;0,4605;0,4581;0,4373;0,424;0,4196;0,0559;0,7105;0,4756
mean;psi_11;6;6;CG;CG;2000;TRUE;0,9868;0,3942;0,4211;0,3837;0,383;0,4011;0,39;0,3918;0,3982;0,3939;0,3946;0,3951;0,0557;0,6781;0,4926
mean;psi_12;2;2;CG;CG;2000;TRUE;0,7419;0,7731;0,7895;0,7907;0,773;0,7967;0,7635;0,7698;0,7814;0,7775;0,7687;0,7617;0,0939;0,7582;0,5145
mean;psi_12;3;3;CG;CG;2000;TRUE;0,7419;0,6734;0,7368;0,686;0,6738;0,6923;0,6639;0,6701;0,6796;0,6777;0,6689;0,6619;0,0939;0,7062;0,5145
mean;psi_12;4;4;CG;CG;2000;TRUE;0,941;0,6885;0,7105;0,7558;0,8014;0,7967;0,6763;0,646;0,6497;0,6598;0,6825;0,6884;0,214;0,8095;0,4754
mean;psi_12;5;5;CG;CG;2000;TRUE;0,7559;0,6874;0,7632;0,6977;0,6809;0,6978;0,668;0,6735;0,6826;0,6905;0,6916;0,6925;0,0939;0,7202;0,509
mean;psi_13;2;2;CG;CG;618;TRUE;0,9876;0,953;0,8421;0,9186;0,9362;0,9505;0,9461;0,9553;0,9611;0,9668;0,9592;0,9532;0,4709;0,9696;0,5777
mean;psi_13;3;3;CG;CG;2000;TRUE;0,7975;0,3926;0,3684;0,3721;0,4184;0,4121;0,3859;0,3711;0,3683;0,3887;0,4014;0,4114;0,4364;0,5866;0,4916
mean;psi_13;4;4;CG;CG;2000;TRUE;0,7975;0,3926;0,3684;0,3721;0,4184;0,4121;0,3859;0,3711;0,3683;0,3887;0,4014;0,4114;0,4364;0,5866;0,4916
mean;psi_13;5;5;CG;CG;1628;TRUE;1;0,8771;0,8947;0,8953;0,8865;0,8901;0,8755;0,8694;0,8862;0,8875;0,8685;0,8635;0,4394;0,936;0,5195
mean;psi_14;2;2;CG;CG;2000;TRUE;0,9406;0,7007;0,6579;0,6744;0,7092;0,6923;0,7054;0,7045;0,6976;0,7033;0,7029;0,7026;0,9834;0,8156;0,9008
mean;psi_14;3;3;CG;CG;2000;TRUE;0,9406;0,8016;0,7632;0,7907;0,8085;0,7967;0,805;0,8041;0,7994;0,8031;0,8027;0,8024;0,9556;0,8682;0,8967
mean;psi_14;4;4;CG;CG;2000;TRUE;0,9406;0,7007;0,6579;0,6744;0,7092;0,6923;0,7054;0,7045;0,6976;0,7033;0,7029;0,7026;0,9834;0,8156;0,9008
mean;psi_14;5;5;CG;CG;2000;TRUE;0,9406;0,7007;0,6579;0,6744;0,7092;0,6923;0,7054;0,7045;0,6976;0,7033;0,7029;0,7026;0,9834;0,8156;0,9008
mean;psi_15;3;3;CG;CG;2000;TRUE;0,8495;0,7466;0,7368;0,7093;0,7376;0,7418;0,7344;0,7457;0,7485;0,7596;0,7528;0,7475;0,1508;0,7959;0,5455
mean;psi_15;4;4;CG;CG;2000;TRUE;0,8495;0,7466;0,7368;0,7093;0,7376;0,7418;0,7344;0,7457;0,7485;0,7596;0,7528;0,7475;0,1508;0,7959;0,5455
mean;psi_15;5;5;CG;CG;2000;TRUE;0,8495;0,7466;0,7368;0,7093;0,7376;0,7418;0,7344;0,7457;0,7485;0,7596;0,7528;0,7475;0,1508;0,7959;0,5455
mean;psi_15;6;6;CG;CG;2000;TRUE;0,8495;0,7466;0,7368;0,7093;0,7376;0,7418;0,7344;0,7457;0,7485;0,7596;0,7528;0,7475;0,1508;0,7959;0,5455
mean;psi_15;7;7;CG;CG;2000;TRUE;0,9992;0,761;0,6579;0,7442;0,6738;0,6868;0,7635;0,7595;0,7635;0,7724;0,771;0,8045;0,2856;0,8751;0,5884
mean;psi_16;2;2;CG;CG;2000;TRUE;0,6074;0,585;0,6842;0,6279;0,5816;0,5934;0,61;0,5258;0,5988;0,6113;0,5306;0,609;0,9631;0,5957;0,7391
mean;psi_16;3;3;CG;CG;2000;TRUE;0,9984;0,975;1;1;0,9504;0,989;0,9917;0,921;0,994;1;0,932;1;0,9614;0,9862;0,7243
mean;psi_16;4;4;CG;CG;2000;TRUE;0,6074;0,585;0,6842;0,6279;0,5816;0,5934;0,61;0,5258;0,5988;0,6113;0,5306;0,609;0,9631;0,5957;0,7391
mean;psi_16;5;5;CG;CG;1990;TRUE;0,6074;0,6779;0,7368;0,7093;0,6667;0,6868;0,7012;0,6186;0,6946;0,7059;0,6259;0,7047;0,9651;0,6441;0,7397
mean;psi_16;6;6;CG;CG;464;TRUE;0,6074;0,8752;0,9211;0,907;0,8582;0,8901;0,8963;0,8144;0,8952;0,9028;0,8231;0,9022;0,9631;0,7469;0,7391
max;psi_1;2;2;HC;HC;264;TRUE;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
max;psi_1;3;3;HC;HC;2000;TRUE;0,5059;0,4888;0,4737;0,443;0,4186;0,466;0,4805;0,4781;0,5213;0,5;0,4789;0,514;0,4998;0,3505;0,4973
max;psi_1;4;4;HC;HC;2000;TRUE;0,5059;0,4888;0,4737;0,443;0,4186;0,466;0,4805;0,4781;0,5213;0,5;0,4789;0,514;0,4998;0,3505;0,4973
max;psi_2;2;2;HC;HC;1502;TRUE;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
max;psi_2;3;3;HC;HC;2000;TRUE;0,9992;0,9972;1;1;0,9922;0,9843;1;1;0,997;1;0,9953;1;0,9994;0,9476;0,9982
max;psi_2;4;4;HC;HC;488;TRUE;0,9988;0,9996;1;1;1;0,9948;1;1;1;1;1;1;0,9986;0,9674;0,9992
max;psi_2;5;5;HC;HC;2000;TRUE;0,7066;0,6686;0,3684;0,5443;0,6589;0,5497;0,5195;0,6835;0,872;0,3936;0,8662;0,7161;0,9271;0,6137;0,6875
max;psi_3;2;2;HC;HC;2000;TRUE;0,9572;0,9398;1;0,9747;1;0,9215;0,8485;0,963;0,9695;0,9043;0,9718;0,9312;0,9836;1;0,9484
max;psi_3;3;3;HC;HC;2000;TRUE;0,9572;0,9398;1;0,9747;1;0,9215;0,8485;0,963;0,9695;0,9043;0,9718;0,9312;0,9836;1;0,9484
max;psi_3;4;4;HC;HC;2000;TRUE;0,9572;0,9398;1;0,9747;1;0,9215;0,8485;0,963;0,9695;0,9043;0,9718;0,9312;0,9836;1;0,9484
max;psi_3;5;5;HC;HC;2000;TRUE;0,9572;0,9398;1;0,9747;1;0,9215;0,8485;0,963;0,9695;0,9043;0,9718;0,9312;0,9836;1;0,9484
max;psi_3;6;6;HC;HC;2000;TRUE;0,9572;0,9398;1;0,9747;1;0,9215;0,8485;0,963;0,9695;0,9043;0,9718;0,9312;0,9836;1;0,9484
max;psi_4;2;2;HC;HC;2000;TRUE;0,9251;0,9189;1;0,962;0,8682;0,8639;0,9481;0,9327;0,9146;0,9282;0,8944;0,9398;0,9221;0,886;0,922
max;psi_4;3;3;HC;HC;2000;TRUE;0,9255;0,9209;1;0,962;0,8605;0,8953;0,9481;0,9327;0,9177;0,9415;0,9014;0,9204;0,9223;0,8356;0,9232
max;psi_4;4;4;HC;HC;2000;TRUE;0,9195;0,9185;1;0,962;0,8605;0,8691;0,9481;0,9327;0,9177;0,9309;0,8967;0,9312;0,9223;0,8356;0,919
max;psi_4;5;5;HC;HC;2000;TRUE;0,9199;0,9272;1;0,962;0,907;0,8848;0,9481;0,9394;0,9177;0,9362;0,9085;0,9398;0,9215;0,8356;0,9236
max;psi_4;6;6;HC;HC;2000;TRUE;0,9195;0,9185;1;0,962;0,8605;0,8691;0,9481;0,9327;0,9177;0,9309;0,8967;0,9312;0,9223;0,8356;0,919
max;psi_5;2;2;HC;HC;2000;TRUE;0,9528;0,9536;0,7368;0,9494;1;0,9424;0,8312;0,9495;0,9787;0,9255;0,9906;0,9892;0,9946;1;0,9532
max;psi_5;3;3;HC;HC;2000;TRUE;0,9524;0,9536;0,7368;0,9494;1;0,9424;0,8312;0,9495;0,9787;0,9255;0,9906;0,9892;0,9945;1;0,953
max;psi_5;4;4;HC;HC;2000;TRUE;0,9528;0,9536;0,7368;0,9494;1;0,9424;0,8312;0,9495;0,9787;0,9255;0,9906;0,9892;0,9946;1;0,9532
max;psi_5;5;5;HC;HC;2000;TRUE;0,9528;0,9536;0,7368;0,9494;1;0,9424;0,8312;0,9495;0,9787;0,9255;0,9906;0,9892;0,9946;1;0,9532
max;psi_5;6;6;HC;HC;675;TRUE;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
max;psi_6;2;2;HC;HC;2000;TRUE;0,9167;0,9115;1;0,9873;0,8837;0,8586;0,8139;0,9327;0,9421;0,8617;0,939;0,9527;0,9386;0,9087;0,9141
max;psi_6;3;3;HC;HC;2000;TRUE;0,9167;0,9115;1;0,9873;0,8837;0,8586;0,8139;0,9327;0,9421;0,8617;0,939;0,9527;0,9386;0,9087;0,9141
max;psi_6;4;4;HC;HC;2000;TRUE;0,9167;0,9115;1;0,9873;0,8837;0,8586;0,8139;0,9327;0,9421;0,8617;0,939;0,9527;0,9386;0,9087;0,9141
max;psi_6;5;5;HC;HC;2000;TRUE;0,9167;0,9115;1;0,9873;0,8837;0,8586;0,8139;0,9327;0,9421;0,8617;0,939;0,9527;0,9386;0,9087;0,9141
max;psi_6;6;6;HC;HC;2000;TRUE;0,9167;0,9115;1;0,9873;0,8837;0,8586;0,8139;0,9327;0,9421;0,8617;0,939;0,9527;0,9386;0,9087;0,9141
max;psi_7;6;6;HC;HC;2000;TRUE;0,9064;0,7954;1;0,9747;0,7984;0,9529;0,987;0,7912;0,5793;0,9362;0,6056;0,8108;0,7011;0,8585;0,8507
max;psi_7;7;7;HC;HC;2000;TRUE;0,9437;0,7989;1;0,9747;0,814;0,9319;0,9827;0,7879;0,564;0,9441;0,6056;0,843;0,6978;0,8583;0,871
max;psi_7;8;8;HC;HC;2000;TRUE;0,9952;0,9579;1;0,9747;0,9535;0,9372;0,9957;0,9966;0,939;0,9947;0,9225;0,9355;0,9794;0,9698;0,9765
max;psi_7;9;9;HC;HC;2000;TRUE;0,954;0,88;1;0,9747;0,8372;0,9162;0,9567;0,7576;0,7561;0,9521;0,9343;0,8753;0,9227;0,8066;0,9168
max;psi_7;10;10;HC;HC;2000;TRUE;0,8933;0,8414;1;0,9747;0,7674;0,9215;0,9567;0,7609;0,7774;0,9069;0,8028;0,8215;0,7002;0,8771;0,8673
max;psi_8;6;6;HC;HC;2000;TRUE;0,883;0,8882;0,6842;0,8861;0,9845;0,7539;0,8052;0,9293;0,9207;0,8777;0,9272;0,8903;0,9608;1;0,8856
max;psi_8;7;7;HC;HC;2000;TRUE;0,9909;0,9878;1;1;1;0,9843;0,9957;0,9966;0,9756;0,9947;0,9812;0,9828;0,9946;1;0,9893
max;psi_8;8;8;HC;HC;1074;TRUE;0,9992;0,9996;1;1;1;0,9948;1;1;1;1;1;1;0,9887;1;0,9994
max;psi_8;9;9;HC;HC;2000;TRUE;0,9984;0,987;1;0,9873;0,9922;0,9581;0,9957;0,9966;0,9665;0,9947;1;0,9828;0,9915;1;0,9927
max;psi_8;10;10;HC;HC;973;TRUE;1;0,9988;1;1;1;0,9895;0,9957;1;1;1;1;1;0,9954;1;0,9994
max;psi_9;2;2;HC;HC;2000;TRUE;0,8703;0,8996;1;0,9747;0,9225;0,9738;0,9221;0,9226;0,811;0,9574;0,8779;0,8559;0,7745;0,9642;0,885
max;psi_9;3;3;HC;HC;2000;TRUE;0,7561;0,8135;1;0,9747;0,938;0,9738;0,8918;0,7912;0,7744;0,9521;0,6808;0,6903;0,3971;0,9642;0,7849
max;psi_9;4;4;HC;HC;2000;TRUE;0,8894;0,8855;1;0,9747;0,9457;0,9738;0,8918;0,9057;0,7927;0,9574;0,8545;0,8323;0,8094;0,9642;0,8874
max;psi_9;5;5;HC;HC;2000;TRUE;0,9072;0,9004;1;0,9747;0,938;0,9738;0,9177;0,9562;0,7896;0,9681;0,8873;0,8344;0,8337;0,9605;0,9038
max;psi_10;2;2;HC;HC;2000;TRUE;0,8977;0,9209;1;1;0,9612;0,9738;0,9394;0,9562;0,8384;0,9894;0,9061;0,8559;0,8147;0,9796;0,9093
max;psi_10;3;3;HC;HC;2000;TRUE;0,8977;0,9209;1;1;0,9612;0,9738;0,9394;0,9562;0,8384;0,9894;0,9061;0,8559;0,8147;0,9796;0,9093
max;psi_10;4;4;HC;HC;2000;TRUE;0,8977;0,9209;1;1;0,9612;0,9738;0,9394;0,9562;0,8384;0,9894;0,9061;0,8559;0,8147;0,9796;0,9093
max;psi_10;5;5;HC;HC;2000;TRUE;0,8977;0,9209;1;1;0,9612;0,9738;0,9394;0,9562;0,8384;0,9894;0,9061;0,8559;0,8147;0,9796;0,9093
max;psi_11;2;2;HC;HC;2000;TRUE;0,9187;0,9142;1;0,9114;0,8992;0,8639;0,9437;0,9293;0,878;0,9176;0,9272;0,9226;0,9685;0,2993;0,9165
max;psi_11;3;3;HC;HC;2000;TRUE;0,8791;0,8725;1;0,7848;0,7597;0,7749;0,8961;0,9057;0,9238;0,8298;0,9531;0,8452;0,9639;0,2397;0,8758
max;psi_11;4;4;HC;HC;2000;TRUE;0,95;0,9433;1;0,8987;0,8527;0,8796;0,9654;0,9899;0,9451;0,9362;0,9577;0,9505;0,9798;0,278;0,9467
max;psi_11;5;5;HC;HC;2000;TRUE;0,9806;0,9555;1;0,7595;0,8605;0,8901;0,974;0,9731;0,9634;0,9787;0,9671;0,9849;0,9837;0,249;0,968
max;psi_11;6;6;HC;HC;2000;TRUE;0,9496;0,9331;1;0,8734;0,876;0,8482;0,9697;0,9832;0,939;0,8936;0,9671;0,9376;0,9851;0,2752;0,9413
max;psi_12;2;2;HC;HC;2000;TRUE;0,8117;0,8426;0,8421;0,8987;0,7597;0,7487;0,8918;0,8215;0,8415;0,867;0,8615;0,8473;0,8892;0,7524;0,8272
max;psi_12;3;3;HC;HC;2000;TRUE;0,866;0,8634;0,8421;0,8734;0,7984;0,7853;0,8182;0,9024;0,8933;0,8324;0,9178;0,8645;0,9344;0,7631;0,8647
max;psi_12;4;4;HC;HC;2000;TRUE;0,5012;0,5277;0,8421;0,8734;0,5504;0,6963;0,6017;0,5859;0,4024;0,7819;0,392;0,314;0,0939;0,7062;0,5145
max;psi_12;5;5;HC;HC;2000;TRUE;0,887;0,8906;0,8421;0,8734;0,8682;0,8377;0,8874;0,9057;0,9421;0,8511;0,9319;0,8731;0,9574;0,806;0,8888
max;psi_13;2;2;HC;HC;2000;TRUE;0,8731;0,8682;1;0,962;0,9225;0,9791;0,8831;0,8956;0,7287;0,984;0,8239;0,8065;0,6377;0,9949;0,8706
