aggregation;formula;dimension;layers;train_source;train_size_range;test_source;test_size_range;num_epochs;has_progress_log;final_train_acc;final_test_acc;acc_size_1-10;acc_size_11-20;acc_size_21-30;acc_size_31-40;acc_size_41-50;acc_size_51-60;acc_size_61-70;acc_size_71-80;acc_size_81-90;acc_size_91-100;acc_set_RG;acc_set_CG;acc_set_HC
mean;psi_2;7;7;RG;1-50;RG;51-100;1201;TRUE;0,9924;1;;;;;;1;1;1;1;1;0,998;0,9887;0,9737
mean;psi_2;3;3;RG;1-50;RG;51-100;2000;TRUE;0,7849;0,977;;;;;;0,9404;0,9815;0,969;0,9976;0,9831;0,9271;0,6137;0,6875
mean;psi_2;10;10;RG;1-50;RG;51-100;638;TRUE;0,9977;0,9989;;;;;;1;1;0,9973;1;0,9979;0,9986;1;0,9901
mean;psi_2;4;4;RG;1-50;RG;51-100;1650;TRUE;0,9748;0,9997;;;;;;1;1;0,9987;1;1;0,9933;1;0,9502
mean;psi_2;13;13;RG;1-50;RG;51-100;2000;TRUE;0,9985;0,9997;;;;;;1;1;1;0,9988;1;0,9994;0,8364;0,9791
mean;psi_2;5;5;RG;1-50;RG;51-100;1871;TRUE;0,9969;0,9997;;;;;;1;1;1;1;0,9989;0,999;1;0,9785
mean;psi_2;16;16;RG;1-50;RG;51-100;2000;TRUE;0,8505;0,9791;;;;;;0,944;0,9815;0,969;0,9976;0,9894;0,9457;0,6137;0,8187
mean;psi_3;2;2;RG;1-50;RG;51-100;2000;TRUE;0,9367;0,9987;;;;;;0,991;1;1;1;1;0,9826;0,9255;0,9435
mean;psi_3;7;7;RG;1-50;RG;51-100;2000;TRUE;0,9405;0,9987;;;;;;0,991;1;1;1;1;0,9836;1;0,9484
mean;psi_3;3;3;RG;1-50;RG;51-100;2000;TRUE;0,9405;0,9987;;;;;;0,991;1;1;1;1;0,9836;1;0,9484
mean;psi_3;10;10;RG;1-50;RG;51-100;2000;TRUE;0,9405;0,9987;;;;;;0,991;1;1;1;1;0,9836;1;0,9484
mean;psi_3;4;4;RG;1-50;RG;51-100;2000;TRUE;0,923;0,9987;;;;;;0,991;1;1;1;1;0,979;0,7145;0,8572
mean;psi_3;13;13;RG;1-50;RG;51-100;2000;TRUE;0,9405;0,9987;;;;;;0,991;1;1;1;1;0,9836;1;0,9484
mean;psi_3;5;5;RG;1-50;RG;51-100;2000;TRUE;0,9405;0,9987;;;;;;0,991;1;1;1;1;0,9836;1;0,9484
mean;psi_3;16;16;RG;1-50;RG;51-100;2000;TRUE;0,9405;0,9987;;;;;;0,991;1;1;1;1;0,9836;1;0,9484
mean;psi_3;6;6;RG;1-50;RG;51-100;2000;TRUE;0,9405;0,9987;;;;;;0,991;1;1;1;1;0,9836;1;0,9484
mean;psi_3;19;19;RG;1-50;RG;51-100;2000;TRUE;0,9405;0,9987;;;;;;0,991;1;1;1;1;0,9836;1;0,9484
mean;psi_4;2;2;RG;1-50;RG;51-100;2000;TRUE;0,8841;0,9357;;;;;;0,917;0,9045;0,9313;0,9444;0,964;0,9223;0,8356;0,919
mean;psi_4;7;7;RG;1-50;RG;51-100;2000;TRUE;0,8841;0,9357;;;;;;0,917;0,9045;0,9313;0,9444;0,964;0,9223;0,8356;0,919
mean;psi_4;3;3;RG;1-50;RG;51-100;2000;TRUE;0,8841;0,9357;;;;;;0,917;0,9045;0,9313;0,9444;0,964;0,9223;0,8356;0,919
mean;psi_4;10;10;RG;1-50;RG;51-100;2000;TRUE;0,8841;0,9357;;;;;;0,917;0,9045;0,9313;0,9444;0,964;0,9223;0,8356;0,919
mean;psi_4;4;4;RG;1-50;RG;51-100;2000;TRUE;0,8841;0,9357;;;;;;0,917;0,9045;0,9313;0,9444;0,964;0,9223;0,8356;0,919
mean;psi_4;13;13;RG;1-50;RG;51-100;2000;TRUE;0,8841;0,9357;;;;;;0,917;0,9045;0,9313;0,9444;0,964;0,9223;0,8356;0,919
mean;psi_4;5;5;RG;1-50;RG;51-100;2000;TRUE;0,8841;0,9357;;;;;;0,917;0,9045;0,9313;0,9444;0,964;0,9223;0,8356;0,919
mean;psi_4;16;16;RG;1-50;RG;51-100;2000;TRUE;0,8841;0,9357;;;;;;0,917;0,9045;0,9313;0,9444;0,964;0,9223;0,8356;0,919
mean;psi_4;6;6;RG;1-50;RG;51-100;2000;TRUE;0,8841;0,9357;;;;;;0,917;0,9045;0,9313;0,9444;0,964;0,9223;0,8356;0,919
mean;psi_4;19;19;RG;1-50;RG;51-100;2000;TRUE;0,8841;0,9357;;;;;;0,917;0,9045;0,9313;0,9444;0,964;0,9223;0,8356;0,919
mean;psi_5;2;2;RG;1-50;RG;51-100;2000;TRUE;0,9794;1;;;;;;1;1;1;1;1;0,9946;1;0,9532
mean;psi_5;7;7;RG;1-50;RG;51-100;1549;TRUE;0,9794;1;;;;;;1;1;1;1;1;0,9946;1;0,9532
mean;psi_5;3;3;RG;1-50;RG;51-100;2000;TRUE;0,9794;1;;;;;;1;1;1;1;1;0,9946;1;0,9532
mean;psi_5;10;10;RG;1-50;RG;51-100;1729;TRUE;0,9794;1;;;;;;1;1;1;1;1;0,9946;1;0,9532
mean;psi_5;4;4;RG;1-50;RG;51-100;2000;TRUE;0,9794;1;;;;;;1;1;1;1;1;0,9946;1;0,9532
mean;psi_5;13;13;RG;1-50;RG;51-100;2000;TRUE;0,9794;1;;;;;;1;1;1;1;1;0,9946;1;0,9532
mean;psi_5;5;5;RG;1-50;RG;51-100;2000;TRUE;0,9794;1;;;;;;1;1;1;1;1;0,9946;1;0,9532
mean;psi_5;16;16;RG;1-50;RG;51-100;737;TRUE;0,9794;1;;;;;;1;1;1;1;1;0,9946;1;0,9532
mean;psi_5;6;6;RG;1-50;RG;51-100;1106;TRUE;0,9794;1;;;;;;1;1;1;1;1;0,9946;1;0,9532
mean;psi_5;19;19;RG;1-50;RG;51-100;1008;TRUE;0,9794;1;;;;;;1;1;1;1;1;0,9946;1;0,9532
mean;psi_6;2;2;RG;1-50;RG;51-100;2000;TRUE;0,8635;0,9649;;;;;;0,8773;0,9461;0,9879;0,9929;0,9862;0,9386;0,9087;0,9141
mean;psi_6;7;7;RG;1-50;RG;51-100;2000;TRUE;0,9527;0,97;;;;;;0,9116;0,9584;0,9852;0,9882;0,9841;0,9655;0,9923;0,9682
mean;psi_6;3;3;RG;1-50;RG;51-100;2000;TRUE;0,8635;0,9649;;;;;;0,8773;0,9461;0,9879;0,9929;0,9862;0,9386;0,9087;0,9141
mean;psi_6;10;10;RG;1-50;RG;51-100;2000;TRUE;0,8635;0,9649;;;;;;0,8773;0,9461;0,9879;0,9929;0,9862;0,9386;0,9087;0,9141
mean;psi_6;4;4;RG;1-50;RG;51-100;2000;TRUE;0,8635;0,9649;;;;;;0,8773;0,9461;0,9879;0,9929;0,9862;0,9386;0,9087;0,9141
mean;psi_6;13;13;RG;1-50;RG;51-100;2000;TRUE;0,942;0,9791;;;;;;0,935;0,9784;0,9865;0,9965;0,9841;0,9695;0,9036;0,9494
mean;psi_6;5;5;RG;1-50;RG;51-100;2000;TRUE;0,8635;0,9649;;;;;;0,8773;0,9461;0,9879;0,9929;0,9862;0,9386;0,9087;0,9141
mean;psi_6;16;16;RG;1-50;RG;51-100;2000;TRUE;0,8635;0,9649;;;;;;0,8773;0,9461;0,9879;0,9929;0,9862;0,9386;0,9087;0,9141
mean;psi_6;6;6;RG;1-50;RG;51-100;2000;TRUE;0,8635;0,9649;;;;;;0,8773;0,9461;0,9879;0,9929;0,9862;0,9386;0,9087;0,9141
mean;psi_6;19;19;RG;1-50;RG;51-100;2000;TRUE;0,8635;0,9649;;;;;;0,8773;0,9461;0,9879;0,9929;0,9862;0,9386;0,9087;0,9141
mean;psi_7;6;6;RG;1-50;RG;51-100;2000;TRUE;0,9489;0,6166;;;;;;1;0,6918;0,7102;0,247;0,5975;0,7029;0,7052;0,7981
mean;psi_7;19;19;RG;1-50;RG;51-100;2000;TRUE;0,9344;0,6059;;;;;;1;0,6918;0,7102;0,1998;0,5975;0,6912;0,314;0,6798
mean;psi_7;7;7;RG;1-50;RG;51-100;2000;TRUE;0,9588;0,6059;;;;;;1;0,6918;0,7102;0,1998;0,5975;0,6976;0,314;0,6881
mean;psi_7;22;22;RG;1-50;RG;51-100;2000;TRUE;0,9519;0,6059;;;;;;1;0,6918;0,7102;0,1998;0,5975;0,6958;0,314;0,6858
mean;psi_7;8;8;RG;1-50;RG;51-100;2000;TRUE;0,9344;0,6059;;;;;;1;0,6918;0,7102;0,1998;0,5975;0,6912;0,314;0,7024
mean;psi_7;25;25;RG;1-50;RG;51-100;2000;TRUE;0,939;0,6059;;;;;;1;0,6918;0,7102;0,1998;0,5975;0,6924;0,314;0,7349
mean;psi_7;9;9;RG;1-50;RG;51-100;2000;TRUE;0,9588;0,6059;;;;;;1;0,6918;0,7102;0,1998;0,5975;0,6976;0,314;0,6865
mean;psi_7;28;28;RG;1-50;RG;51-100;2000;TRUE;0,9535;0,6059;;;;;;1;0,6918;0,7102;0,1998;0,5975;0,6962;0,314;0,7367
mean;psi_7;10;10;RG;1-50;RG;51-100;2000;TRUE;0,968;0,6059;;;;;;1;0,6918;0,7102;0,1998;0,5975;0,7;0,314;0,7166
mean;psi_7;31;31;RG;1-50;RG;51-100;2000;TRUE;0,9275;0,6059;;;;;;1;0,6918;0,7102;0,1998;0,5975;0,6895;0,314;0,6796
mean;psi_8;6;6;RG;1-50;RG;51-100;2000;TRUE;0,8574;0,9971;;;;;;0,9801;1;1;1;1;0,9608;1;0,8856
mean;psi_8;19;19;RG;1-50;RG;51-100;797;TRUE;0,9954;0,9997;;;;;;0,9982;1;1;1;1;0,9986;0,8893;0,9662
mean;psi_8;7;7;RG;1-50;RG;51-100;2000;TRUE;0,9565;0,9976;;;;;;0,9838;1;1;1;1;0,9869;0,8978;0,9321
mean;psi_8;22;22;RG;1-50;RG;51-100;2000;TRUE;0,9969;1;;;;;;1;1;1;1;1;0,9992;0,9417;0,9791
mean;psi_8;8;8;RG;1-50;RG;51-100;2000;TRUE;0,9939;0,9997;;;;;;0,9982;1;1;1;1;0,9982;0,8842;0,9384
mean;psi_8;25;25;RG;1-50;RG;51-100;1557;TRUE;0,9962;1;;;;;;1;1;1;1;1;0,999;1;0,9808
mean;psi_8;9;9;RG;1-50;RG;51-100;2000;TRUE;0,9855;0,9979;;;;;;0,9856;1;1;1;1;0,9946;0,8398;0,9599
mean;psi_8;28;28;RG;1-50;RG;51-100;824;TRUE;0,9588;1;;;;;;1;1;1;1;1;0,9893;0,7927;0,8781
mean;psi_8;10;10;RG;1-50;RG;51-100;1594;TRUE;0,9962;0,9987;;;;;;0,991;1;1;1;1;0,998;0,6477;0,9034
mean;psi_8;31;31;RG;1-50;RG;51-100;942;TRUE;1;0,9997;;;;;;0,9982;1;1;1;1;0,9998;0,998;0,9941
mean;psi_9;2;2;RG;1-50;RG;51-100;2000;TRUE;0,7521;0,2726;;;;;;0,4224;0,3405;0,2466;0,2766;0,1547;0,3971;0,9642;0,7851
mean;psi_9;7;7;RG;1-50;RG;51-100;2000;TRUE;0,7521;0,2726;;;;;;0,4224;0,3405;0,2466;0,2766;0,1547;0,3971;0,9642;0,7851
mean;psi_9;3;3;RG;1-50;RG;51-100;2000;TRUE;0,7521;0,2726;;;;;;0,4224;0,3405;0,2466;0,2766;0,1547;0,3971;0,9642;0,7851
mean;psi_9;10;10;RG;1-50;RG;51-100;2000;TRUE;0,7521;0,2726;;;;;;0,4224;0,3405;0,2466;0,2766;0,1547;0,3971;0,9642;0,7851
mean;psi_9;4;4;RG;1-50;RG;51-100;2000;TRUE;0,7521;0,2726;;;;;;0,4224;0,3405;0,2466;0,2766;0,1547;0,3971;0,9642;0,7851
mean;psi_9;13;13;RG;1-50;RG;51-100;2000;TRUE;0,7521;0,2726;;;;;;0,4224;0,3405;0,2466;0,2766;0,1547;0,3971;0,9642;0,7851
mean;psi_9;5;5;RG;1-50;RG;51-100;2000;TRUE;0,7521;0,2726;;;;;;0,4224;0,3405;0,2466;0,2766;0,1547;0,3971;0,9642;0,7851
mean;psi_9;16;16;RG;1-50;RG;51-100;2000;TRUE;0,7521;0,2726;;;;;;0,4224;0,3405;0,2466;0,2766;0,1547;0,3971;0,9642;0,7851
mean;psi_10;2;2;RG;1-50;RG;51-100;2000;TRUE;0,8535;0,8011;;;;;;0,7419;0,7874;0,7965;0,7908;0,8581;0,8147;0,9796;0,9093
mean;psi_10;7;7;RG;1-50;RG;51-100;2000;TRUE;0,8535;0,8011;;;;;;0,7419;0,7874;0,7965;0,7908;0,8581;0,8147;0,9796;0,9093
mean;psi_10;3;3;RG;1-50;RG;51-100;2000;TRUE;0,8535;0,8011;;;;;;0,7419;0,7874;0,7965;0,7908;0,8581;0,8147;0,9719;0,9087
mean;psi_10;10;10;RG;1-50;RG;51-100;2000;TRUE;0,8535;0,8011;;;;;;0,7419;0,7874;0,7965;0,7908;0,8581;0,8147;0,9796;0,9093
mean;psi_10;4;4;RG;1-50;RG;51-100;2000;TRUE;0,8535;0,8011;;;;;;0,7419;0,7874;0,7965;0,7908;0,8581;0,8147;0,9796;0,9093
mean;psi_10;13;13;RG;1-50;RG;51-100;2000;TRUE;0,8535;0,8011;;;;;;0,7419;0,7874;0,7965;0,7908;0,8581;0,8147;0,9796;0,9093
mean;psi_10;5;5;RG;1-50;RG;51-100;2000;TRUE;0,8535;0,8011;;;;;;0,7419;0,7874;0,7965;0,7908;0,8581;0,8147;0,9796;0,9093
mean;psi_10;16;16;RG;1-50;RG;51-100;2000;TRUE;0,8535;0,8011;;;;;;0,7419;0,7874;0,7965;0,7908;0,8581;0,8147;0,9796;0,9093
mean;psi_11;2;2;RG;1-50;RG;51-100;2000;TRUE;0,8574;1;;;;;;1;1;1;1;1;0,9629;0,6428;0,6476
mean;psi_11;7;7;RG;1-50;RG;51-100;2000;TRUE;0,8734;0,9997;;;;;;1;1;0,9987;1;1;0,9669;0,6931;0,679
mean;psi_11;3;3;RG;1-50;RG;51-100;2000;TRUE;0,8596;0,9997;;;;;;1;1;0,9987;1;1;0,9633;0,5232;0,6694
mean;psi_11;10;10;RG;1-50;RG;51-100;2000;TRUE;0,8734;0,9997;;;;;;1;1;0,9987;1;1;0,9669;0,6931;0,6871
mean;psi_11;4;4;RG;1-50;RG;51-100;2000;TRUE;0,881;0,9997;;;;;;1;1;0,9987;1;1;0,9689;0,6807;0,6603
mean;psi_11;13;13;RG;1-50;RG;51-100;2000;TRUE;0,8764;0,9997;;;;;;1;1;0,9987;1;1;0,9677;0,6931;0,668
mean;psi_11;5;5;RG;1-50;RG;51-100;2000;TRUE;0,8665;0,9997;;;;;;1;1;0,9987;1;1;0,9651;0,6451;0,6599
mean;psi_11;16;16;RG;1-50;RG;51-100;2000;TRUE;0,8719;0,9997;;;;;;1;1;0,9987;1;1;0,9665;0,6931;0,6676
mean;psi_11;6;6;RG;1-50;RG;51-100;2000;TRUE;0,8764;0,9997;;;;;;1;1;0,9987;1;1;0,9677;0,6931;0,6877
mean;psi_11;19;19;RG;1-50;RG;51-100;2000;TRUE;0,8886;0,9997;;;;;;1;1;0,9987;1;1;0,9709;0,6931;0,6536
mean;psi_12;2;2;RG;1-50;RG;51-100;2000;TRUE;0,595;0,8817;;;;;;0,7852;0,7781;0,8747;0,9456;0,9576;0,8072;0,3948;0,5761
mean;psi_12;7;7;RG;1-50;RG;51-100;2000;TRUE;0,7925;0,9813;;;;;;0,9458;0,9661;0,9879;0,9941;0,9958;0,9322;0,6104;0,6253
mean;psi_12;3;3;RG;1-50;RG;51-100;2000;TRUE;0,6316;0,5882;;;;;;0,556;0,621;0,6146;0,6028;0,5508;0,5995;0,4349;0,5611
mean;psi_12;10;10;RG;1-50;RG;51-100;2000;TRUE;0,8207;0,9813;;;;;;0,9458;0,9661;0,9879;0,9941;0,9958;0,9396;0,6663;0,6235
mean;psi_12;4;4;RG;1-50;RG;51-100;2000;TRUE;0,7986;0,9815;;;;;;0,9477;0,9676;0,9865;0,9941;0,9958;0,934;0,4051;0,6636
mean;psi_12;13;13;RG;1-50;RG;51-100;2000;TRUE;0,7521;0,9807;;;;;;0,944;0,9661;0,9865;0,9941;0,9958;0,9213;0,2938;0,559
mean;psi_12;5;5;RG;1-50;RG;51-100;2000;TRUE;0,7788;0,9807;;;;;;0,944;0,9661;0,9865;0,9941;0,9958;0,9283;0,4244;0,6297
mean;psi_12;16;16;RG;1-50;RG;51-100;2000;TRUE;0,8169;0,981;;;;;;0,9458;0,9661;0,9865;0,9941;0,9958;0,9384;0,3387;0,6073
mean;psi_13;2;2;RG;1-50;RG;51-100;2000;TRUE;0,9977;0,9633;;;;;;0,9982;0,9784;0,9636;0,9539;0,9407;0,9723;1;0,9982
mean;psi_13;7;7;RG;1-50;RG;51-100;2000;TRUE;0,9573;0,9448;;;;;;0,9513;0,9538;0,9515;0,9421;0,9322;0,9481;1;0,971
mean;psi_13;3;3;RG;1-50;RG;51-100;2000;TRUE;0,9954;0,9502;;;;;;0,9892;0,9753;0,9501;0,9385;0,9206;0,962;1;0,9953
mean;psi_13;10;10;RG;1-50;RG;51-100;2000;TRUE;0,6262;0,6214;;;;;;0,5848;0,6163;0,6806;0,6324;0,59;0,6227;0,6991;0,701
mean;psi_13;4;4;RG;1-50;RG;51-100;711;TRUE;0,9985;0,9912;;;;;;1;0,9954;1;0,9894;0,9778;0,9931;1;0,9986
mean;psi_13;13;13;RG;1-50;RG;51-100;2000;TRUE;0,9649;0,9558;;;;;;0,9675;0,9599;0,9528;0,9362;0,9661;0,9582;1;0,9429
mean;psi_13;5;5;RG;1-50;RG;51-100;2000;TRUE;0,9954;0,9917;;;;;;1;0,9954;0,9865;0,9905;0,9894;0,9927;1;0,9925
mean;psi_13;16;16;RG;1-50;RG;51-100;1761;TRUE;0,9939;0,9979;;;;;;0,9982;0,9969;0,9987;0,9988;0,9968;0,9968;1;0,9868
mean;psi_14;2;2;RG;1-50;RG;51-100;2000;TRUE;0,9458;0,9965;;;;;;0,9874;0,9954;0,9973;1;0,9989;0,9834;0,8156;0,9008
mean;psi_14;7;7;RG;1-50;RG;51-100;2000;TRUE;0,9458;0,9965;;;;;;0,9874;0,9954;0,9973;1;0,9989;0,9834;0,8156;0,9008
mean;psi_14;3;3;RG;1-50;RG;51-100;2000;TRUE;0,9458;0,9965;;;;;;0,9874;0,9954;0,9973;1;0,9989;0,9834;0,8156;0,9008
mean;psi_14;10;10;RG;1-50;RG;51-100;2000;TRUE;0,9458;0,9965;;;;;;0,9874;0,9954;0,9973;1;0,9989;0,9834;0,8156;0,9008
mean;psi_14;4;4;RG;1-50;RG;51-100;2000;TRUE;0,9458;0,9965;;;;;;0,9874;0,9954;0,9973;1;0,9989;0,9834;0,8156;0,9008
mean;psi_14;13;13;RG;1-50;RG;51-100;2000;TRUE;0,9764;0,9992;;;;;;0,9964;0,9985;1;1;1;0,9933;0,839;0,9332
mean;psi_14;5;5;RG;1-50;RG;51-100;2000;TRUE;0,9458;0,9965;;;;;;0,9874;0,9954;0,9973;1;0,9989;0,9834;0,8156;0,9008
mean;psi_14;16;16;RG;1-50;RG;51-100;2000;TRUE;0,9458;0,9965;;;;;;0,9874;0,9954;0,9973;1;0,9989;0,9834;0,8156;0,9008
mean;psi_15;3;3;RG;1-50;RG;51-100;2000;TRUE;0,7231;0,7724;;;;;;0,7545;0,7658;0,7844;0,7849;0,7669;0,7596;0,7599;0,7464
mean;psi_15;10;10;RG;1-50;RG;51-100;2000;TRUE;0,688;0,9339;;;;;;0,8466;0,926;0,9326;0,9645;0,964;0,87;0,1073;0,5268
mean;psi_15;4;4;RG;1-50;RG;51-100;2000;TRUE;0,8139;0,8303;;;;;;0,7762;0,7843;0,8396;0,8688;0,8517;0,826;0,5446;0,7426
mean;psi_15;13;13;RG;1-50;RG;51-100;2000;TRUE;0,7002;0,9339;;;;;;0,8466;0,926;0,9326;0,9645;0,964;0,8732;0,2041;0,5283
mean;psi_15;5;5;RG;1-50;RG;51-100;2000;TRUE;0,7201;0,9347;;;;;;0,852;0,926;0,9313;0,9645;0,965;0,8789;0,7176;0,6921
mean;psi_15;16;16;RG;1-50;RG;51-100;2000;TRUE;0,704;0,9339;;;;;;0,8466;0,926;0,9326;0,9645;0,964;0,8742;0,2041;0,5228
mean;psi_15;6;6;RG;1-50;RG;51-100;2000;TRUE;0,6995;0,9339;;;;;;0,8466;0,926;0,9326;0,9645;0,964;0,873;0,2826;0,663
mean;psi_15;19;19;RG;1-50;RG;51-100;2000;TRUE;0,6964;0,9339;;;;;;0,8466;0,926;0,9326;0,9645;0,964;0,8722;0,2041;0,523
mean;psi_15;7;7;RG;1-50;RG;51-100;2000;TRUE;0,8909;0,9606;;;;;;0,9134;0,9692;0,9542;0,9716;0,9778;0,9425;0,8907;0,8544
mean;psi_15;22;22;RG;1-50;RG;51-100;2000;TRUE;0,8063;0,9349;;;;;;0,8592;0,9199;0,9367;0,9622;0,964;0,9015;0,4224;0,6
mean;psi_16;2;2;RG;1-50;RG;51-100;2000;TRUE;0,9336;0,9979;;;;;;0,9892;0,9985;0,9987;1;1;0,9812;0,5957;0,8677
mean;psi_16;7;7;RG;1-50;RG;51-100;2000;TRUE;0,9359;0,9979;;;;;;0,9892;0,9985;0,9987;1;1;0,9818;0,5957;0,8702
mean;psi_16;3;3;RG;1-50;RG;51-100;2000;TRUE;0,9397;0,9981;;;;;;0,991;0,9985;0,9987;1;1;0,983;0,8344;0,8781
mean;psi_16;10;10;RG;1-50;RG;51-100;2000;TRUE;0,9359;0,9979;;;;;;0,9892;0,9985;0,9987;1;1;0,9818;0,5957;0,8702
mean;psi_16;4;4;RG;1-50;RG;51-100;2000;TRUE;0,9908;0,9997;;;;;;0,9982;1;1;1;1;0,9974;0,9872;0,9548
mean;psi_16;13;13;RG;1-50;RG;51-100;2000;TRUE;0,9359;0,9979;;;;;;0,9892;0,9985;0,9987;1;1;0,9818;0,5957;0,8702
mean;psi_16;5;5;RG;1-50;RG;51-100;2000;TRUE;0,9275;0,9979;;;;;;0,9892;0,9985;0,9987;1;1;0,9796;0,5957;0,8525
mean;psi_16;16;16;RG;1-50;RG;51-100;2000;TRUE;0,9359;0,9979;;;;;;0,9892;0,9985;0,9987;1;1;0,9818;0,5957;0,8702
mean;psi_16;6;6;RG;1-50;RG;51-100;2000;TRUE;0,9641;0,9981;;;;;;0,991;0,9985;0,9987;1;1;0,9893;0,5957;0,9001
mean;psi_16;19;19;RG;1-50;RG;51-100;2000;TRUE;0,9359;0,9979;;;;;;0,9892;0,9985;0,9987;1;1;0,9818;0,5957;0,8702
max;psi_1;2;2;CG;1-50;CG;51-100;204;TRUE;1;1;;;;;;1;1;1;1;1;0,9915;1;0,9684
max;psi_1;3;3;CG;1-50;CG;51-100;412;TRUE;1;1;;;;;;1;1;1;1;1;0,9998;1;0,9976
max;psi_1;4;4;CG;1-50;CG;51-100;1154;TRUE;0,9992;1;;;;;;1;1;1;1;1;0,9453;0,9998;0,9702
max;psi_2;2;2;CG;1-50;CG;51-100;2000;TRUE;0,9953;0,9952;;;;;;0,9946;0,9954;0,9947;0,9953;0,9958;0,5436;0,9953;0,6131
max;psi_2;3;3;CG;1-50;CG;51-100;2000;TRUE;0,615;0,6133;;;;;;0,6022;0,6006;0,6082;0,6189;0,6273;0,9271;0,6137;0,6875
max;psi_2;4;4;CG;1-50;CG;51-100;868;TRUE;1;1;;;;;;1;1;1;1;1;0,9352;1;0,7468
max;psi_2;5;5;CG;1-50;CG;51-100;2000;TRUE;0,9765;0,9704;;;;;;0,9624;0,9647;0,9697;0,9709;0,9791;0,5511;0,9719;0,5044
max;psi_3;2;2;CG;1-50;CG;51-100;1;FALSE;1;1;;;;;;1;1;1;1;1;0,9778;1;0,9153
max;psi_3;3;3;CG;1-50;CG;51-100;1;FALSE;1;1;;;;;;1;1;1;1;1;0,9836;1;0,9484
max;psi_3;4;4;CG;1-50;CG;51-100;1;FALSE;1;1;;;;;;1;1;1;1;1;0,9836;1;0,9484
max;psi_3;5;5;CG;1-50;CG;51-100;1;FALSE;1;1;;;;;;1;1;1;1;1;0,9836;1;0,9484
max;psi_3;6;6;CG;1-50;CG;51-100;1;FALSE;1;1;;;;;;1;1;1;1;1;0,9836;1;0,9484
max;psi_4;2;2;CG;1-50;CG;51-100;2000;TRUE;0,9045;0,8879;;;;;;0,914;0,914;0,8905;0,8753;0,8643;0,8845;0,8921;0,8424
max;psi_4;3;3;CG;1-50;CG;51-100;2000;TRUE;0,971;0,964;;;;;;0,9427;0,9478;0,9631;0,9732;0,9802;0,8864;0,9658;0,8594
max;psi_4;4;4;CG;1-50;CG;51-100;2000;TRUE;0,9781;0,9635;;;;;;0,9552;0,9585;0,9551;0,9674;0,9749;0,9166;0,9672;0,8738
max;psi_4;5;5;CG;1-50;CG;51-100;2000;TRUE;0,9969;0,9934;;;;;;1;1;0,9868;0,9918;0,9916;0,8884;0,9943;0,6867
max;psi_4;6;6;CG;1-50;CG;51-100;2000;TRUE;0,9961;0,9921;;;;;;0,9982;0,9985;0,9868;0,9907;0,9896;0,9217;0,9931;0,9099
max;psi_5;2;2;CG;1-50;CG;51-100;1;FALSE;1;1;;;;;;1;1;1;1;1;0,9945;1;0,9494
max;psi_5;3;3;CG;1-50;CG;51-100;1;FALSE;1;1;;;;;;1;1;1;1;1;0,9946;1;0,9532
max;psi_5;4;4;CG;1-50;CG;51-100;1;FALSE;1;1;;;;;;1;1;1;1;1;0,9946;1;0,9532
max;psi_5;5;5;CG;1-50;CG;51-100;1;FALSE;1;1;;;;;;1;1;1;1;1;0,9946;1;0,9532
max;psi_5;6;6;CG;1-50;CG;51-100;1;FALSE;1;1;;;;;;1;1;1;1;1;0,9946;1;0,9532
max;psi_6;2;2;CG;1-50;CG;51-100;2000;TRUE;0,9257;0,903;;;;;;0,8907;0,8955;0,9024;0,9091;0,9102;0,9386;0,9087;0,9141
max;psi_6;3;3;CG;1-50;CG;51-100;2000;TRUE;0,9977;0,9968;;;;;;0,9982;0,9985;0,996;0,9953;0,9969;0,939;0,997;0,9141
max;psi_6;4;4;CG;1-50;CG;51-100;1500;TRUE;1;0,9976;;;;;;1;1;0,996;0,9965;0,9969;0,9384;0,9982;0,922
max;psi_6;5;5;CG;1-50;CG;51-100;2000;TRUE;0,9859;0,9902;;;;;;0,9928;0,9939;0,9881;0,9883;0,9896;0,9386;0,9891;0,9086
max;psi_6;6;6;CG;1-50;CG;51-100;2000;TRUE;0,9257;0,903;;;;;;0,8907;0,8955;0,9024;0,9091;0,9102;0,9386;0,9087;0,9141
max;psi_7;6;6;CG;1-50;CG;51-100;2000;TRUE;0,6698;0,6915;;;;;;0,7079;0,7112;0,6873;0,683;0,6795;0,3264;0,686;0,4888
max;psi_7;7;7;CG;1-50;CG;51-100;2000;TRUE;0,964;0,9937;;;;;;0,9875;0,9923;0,9947;0,9953;0,9958;0,6361;0,9862;0,6459
max;psi_7;8;8;CG;1-50;CG;51-100;2000;TRUE;0,9859;0,9952;;;;;;1;1;0,9921;0,993;0,9937;0,6786;0,9929;0,7207
max;psi_7;9;9;CG;1-50;CG;51-100;2000;TRUE;0,6698;0,6915;;;;;;0,7079;0,7112;0,6873;0,683;0,6795;0,3264;0,686;0,4888
max;psi_7;10;10;CG;1-50;CG;51-100;2000;TRUE;0,9898;0,9952;;;;;;1;1;0,9921;0,993;0,9937;0,6413;0,9939;0,7403
max;psi_8;6;6;CG;1-50;CG;51-100;1;FALSE;1;1;;;;;;1;1;1;1;1;0,9608;1;0,8856
max;psi_8;7;7;CG;1-50;CG;51-100;1;FALSE;1;1;;;;;;1;1;1;1;1;0,9608;1;0,8856
