aggregation;formula;dimension;layers;train_source;train_size_range;test_source;test_size_range;num_epochs;has_progress_log;final_train_acc;final_test_acc;acc_size_1-10;acc_size_11-20;acc_size_21-30;acc_size_31-40;acc_size_41-50;acc_size_51-60;acc_size_61-70;acc_size_71-80;acc_size_81-90;acc_size_91-100;acc_set_RG;acc_set_CG;acc_set_HC
max;psi_8;8;8;CG;1-50;CG;51-100;1;FALSE;1;1;;;;;;1;1;1;1;1;0,9608;1;0,8856
max;psi_8;9;9;CG;1-50;CG;51-100;1;FALSE;1;1;;;;;;1;1;1;1;1;0,9608;1;0,8856
max;psi_8;10;10;CG;1-50;CG;51-100;1;FALSE;1;1;;;;;;1;1;1;1;1;0,9608;1;0,8856
max;psi_9;2;2;CG;1-50;CG;51-100;2000;TRUE;0,9624;0,9648;;;;;;0,9695;0,9739;0,9697;0,9615;0,9551;0,3971;0,9642;0,7851
max;psi_9;3;3;CG;1-50;CG;51-100;2000;TRUE;0,9624;0,9648;;;;;;0,9695;0,9739;0,9697;0,9615;0,9551;0,3971;0,9642;0,7851
max;psi_9;4;4;CG;1-50;CG;51-100;2000;TRUE;0,9624;0,9648;;;;;;0,9695;0,9739;0,9697;0,9615;0,9551;0,3971;0,9642;0,7851
max;psi_9;5;5;CG;1-50;CG;51-100;2000;TRUE;0,9624;0,9648;;;;;;0,9695;0,9739;0,9697;0,9615;0,9551;0,3971;0,9642;0,7851
max;psi_10;2;2;CG;1-50;CG;51-100;2000;TRUE;0,9765;0,9807;;;;;;0,9857;0,9892;0,9828;0,9767;0,9739;0,8147;0,9796;0,9093
max;psi_10;3;3;CG;1-50;CG;51-100;2000;TRUE;0,9765;0,9807;;;;;;0,9857;0,9892;0,9828;0,9767;0,9739;0,8147;0,9796;0,9093
max;psi_10;4;4;CG;1-50;CG;51-100;2000;TRUE;0,9765;0,9807;;;;;;0,9857;0,9892;0,9828;0,9767;0,9739;0,8082;0,9796;0,873
max;psi_10;5;5;CG;1-50;CG;51-100;2000;TRUE;0,9765;0,9807;;;;;;0,9857;0,9892;0,9828;0,9767;0,9739;0,8147;0,9796;0,9093
max;psi_11;2;2;CG;1-50;CG;51-100;2000;TRUE;0,8599;0,8345;;;;;;0,8351;0,8433;0,8364;0,8322;0,8288;0,0694;0,8409;0,2664
max;psi_11;3;3;CG;1-50;CG;51-100;2000;TRUE;0,903;0,8641;;;;;;0,8746;0,8725;0,8615;0,859;0,8591;0,9033;0,8739;0,6538
max;psi_11;4;4;CG;1-50;CG;51-100;2000;TRUE;0,7254;0,738;;;;;;0,7599;0,7634;0,7414;0,7296;0,7129;0,1209;0,7348;0,3016
max;psi_11;5;5;CG;1-50;CG;51-100;2000;TRUE;0,8615;0,8372;;;;;;0,8387;0,8464;0,8391;0,8345;0,8309;0,1944;0,8433;0,4894
max;psi_11;6;6;CG;1-50;CG;51-100;2000;TRUE;0,867;0,8594;;;;;;0,8889;0,8909;0,8602;0,8462;0,8319;0,1718;0,8613;0,3423
max;psi_12;2;2;CG;1-50;CG;51-100;2000;TRUE;0,7058;0,7063;;;;;;0,7025;0,7112;0,7098;0,7075;0,7015;0,0939;0,7062;0,5145
max;psi_12;3;3;CG;1-50;CG;51-100;2000;TRUE;0,7058;0,7063;;;;;;0,7025;0,7112;0,7098;0,7075;0,7015;0,0939;0,7062;0,5145
max;psi_12;4;4;CG;1-50;CG;51-100;2000;TRUE;0,9382;0,9128;;;;;;0,9409;0,9401;0,9116;0,9009;0,8894;0,7721;0,9192;0,6496
max;psi_12;5;5;CG;1-50;CG;51-100;2000;TRUE;0,9382;0,9125;;;;;;0,9409;0,9416;0,9103;0,8998;0,8894;0,691;0,919;0,6929
max;psi_13;2;2;CG;1-50;CG;51-100;2000;TRUE;0,9953;0,996;;;;;;0,9946;0,9954;0,996;0,9965;0,9969;0,6318;0,9959;0,8104
max;psi_13;3;3;CG;1-50;CG;51-100;2000;TRUE;0,9648;0,9754;;;;;;0,9731;0,977;0,9789;0,9755;0,9729;0,4465;0,9727;0,4541
max;psi_13;4;4;CG;1-50;CG;51-100;2000;TRUE;0,5806;0,5887;;;;;;0,5753;0,5776;0,5871;0,5944;0,6002;0,4364;0,5866;0,4916
max;psi_13;5;5;CG;1-50;CG;51-100;2000;TRUE;0,9977;0,9981;;;;;;0,9964;0,9969;0,9987;0,9988;0,999;0,5854;0,998;0,6688
max;psi_14;2;2;CG;1-50;CG;51-100;2000;TRUE;0,8044;0,8195;;;;;;0,819;0,8172;0,8179;0,8205;0,8215;0,9834;0,8156;0,9008
max;psi_14;3;3;CG;1-50;CG;51-100;2000;TRUE;0,8631;0,8723;;;;;;0,871;0,871;0,872;0,873;0,8737;0,9778;0,87;0,8833
max;psi_14;4;4;CG;1-50;CG;51-100;2000;TRUE;0,9922;0,9984;;;;;;0,9982;0,9985;0,9974;0,9988;0,999;0,9766;0,9968;0,8376
max;psi_14;5;5;CG;1-50;CG;51-100;2000;TRUE;0,8044;0,8195;;;;;;0,819;0,8172;0,8179;0,8205;0,8215;0,9834;0,8156;0,9008
max;psi_15;3;3;CG;1-50;CG;51-100;2000;TRUE;0,7864;0,7991;;;;;;0,7975;0,7972;0,8034;0,7984;0,7985;0,1508;0,7959;0,5455
max;psi_15;4;4;CG;1-50;CG;51-100;2000;TRUE;0,7864;0,7991;;;;;;0,7975;0,7972;0,8034;0,7984;0,7985;0,1508;0,7959;0,5455
max;psi_15;5;5;CG;1-50;CG;51-100;2000;TRUE;0,9562;0,9712;;;;;;0,9659;0,9708;0,9749;0,9732;0,9697;0,153;0,9674;0,5479
max;psi_15;6;6;CG;1-50;CG;51-100;2000;TRUE;0,9914;0,9926;;;;;;0,9928;0,9923;0,9908;0,993;0,9937;0,4546;0,9923;0,6441
max;psi_15;7;7;CG;1-50;CG;51-100;2000;TRUE;0,989;0,9939;;;;;;0,9928;0,9954;0,9921;0,9942;0,9948;0,2271;0,9927;0,5742
max;psi_16;2;2;CG;1-50;CG;51-100;2000;TRUE;0,6103;0,5908;;;;;;0,5645;0,6022;0,6082;0,5664;0,6065;0,9631;0,5957;0,7391
max;psi_16;3;3;CG;1-50;CG;51-100;2000;TRUE;0,9961;0,9844;;;;;;0,957;1;1;0,9592;1;0,9705;0,9874;0,8189
max;psi_16;4;4;CG;1-50;CG;51-100;2000;TRUE;0,9945;0,9833;;;;;;0,9534;0,9969;1;0,9592;1;0,9631;0,9862;0,7533
max;psi_16;5;5;CG;1-50;CG;51-100;2000;TRUE;0,9914;0,9833;;;;;;0,9534;0,9969;1;0,9592;1;0,9602;0,9854;0,7324
max;psi_16;6;6;CG;1-50;CG;51-100;2000;TRUE;0,9914;0,9833;;;;;;0,9534;0,9969;1;0,9592;1;0,9633;0,9854;0,7334
sum;psi_1;2;2;CG;1-50;CG;51-100;2000;TRUE;0,9953;0,996;;;;;;0,9982;0,9908;0,9921;0,9988;0,999;0,698;0,9959;0,8694
sum;psi_1;3;3;CG;1-50;CG;51-100;1190;TRUE;1;1;;;;;;1;1;1;1;1;0,7053;1;0,8546
sum;psi_1;4;4;CG;1-50;CG;51-100;620;TRUE;1;0,9966;;;;;;0,9982;0,9969;0,996;0,9965;0,9958;0,6205;0,9974;0,8353
sum;psi_2;2;2;CG;1-50;CG;51-100;2000;TRUE;0,9914;0,9931;;;;;;0,991;0,9923;0,9934;0,9942;0,9937;0,8859;0,9927;0,7045
sum;psi_2;3;3;CG;1-50;CG;51-100;2000;TRUE;0,9859;0,9707;;;;;;0,9552;0,9555;0,9683;0,9779;0,9854;0,8292;0,9745;0,7318
sum;psi_2;4;4;CG;1-50;CG;51-100;1312;TRUE;0,9992;0,9987;;;;;;0,9982;0,9985;0,9987;0,9988;0,999;0,8823;0,9988;0,7569
sum;psi_2;5;5;CG;1-50;CG;51-100;2000;TRUE;0,9937;0,9971;;;;;;0,9982;0,9985;0,996;0,9965;0,9969;0,235;0,9962;0,4351
sum;psi_3;2;2;CG;1-50;CG;51-100;75;TRUE;1;0,9958;;;;;;0,9964;0,9954;0,996;0,9953;0,9958;0,9836;0,9968;0,9477
sum;psi_3;3;3;CG;1-50;CG;51-100;31;TRUE;0,9977;0,9987;;;;;;0,9982;0,9985;0,9987;0,9988;0,999;0,3419;0,9984;0,8209
sum;psi_3;4;4;CG;1-50;CG;51-100;1;FALSE;1;1;;;;;;1;1;1;1;1;0,9836;1;0,9457
sum;psi_3;5;5;CG;1-50;CG;51-100;1;FALSE;1;1;;;;;;1;1;1;1;1;0,9836;1;0,9484
sum;psi_3;6;6;CG;1-50;CG;51-100;3;FALSE;1;0,9989;;;;;;1;1;1;0,9988;0,9969;0,4231;0,9992;0,8371
sum;psi_4;2;2;CG;1-50;CG;51-100;2000;TRUE;0,9765;0,9884;;;;;;0,9857;0,9892;0,9868;0,9895;0,9896;0,5977;0,9854;0,7193
sum;psi_4;3;3;CG;1-50;CG;51-100;2000;TRUE;0,9859;0,9976;;;;;;0,9964;0,9969;0,996;0,9988;0,999;0,7529;0,9947;0,8564
sum;psi_4;4;4;CG;1-50;CG;51-100;2000;TRUE;0,9977;0,9913;;;;;;0,9928;0,9923;0,9908;0,9907;0,9906;0,9142;0,9929;0,8683
sum;psi_4;5;5;CG;1-50;CG;51-100;2000;TRUE;0,9906;0,9942;;;;;;0,9946;0,9985;0,9934;0,993;0,9927;0,2501;0,9933;0,7421
sum;psi_4;6;6;CG;1-50;CG;51-100;2000;TRUE;0,9859;0,9876;;;;;;0,9928;0,9923;0,9815;0,9883;0,9854;0,9134;0,9872;0,8096
sum;psi_5;2;2;CG;1-50;CG;51-100;13;TRUE;1;0,9981;;;;;;1;0,9985;0,9974;0,9977;0,9979;0,9946;0,9986;0,9532
sum;psi_5;3;3;CG;1-50;CG;51-100;10;TRUE;0,9992;1;;;;;;1;1;1;1;1;0,9667;0,9998;0,9143
sum;psi_5;4;4;CG;1-50;CG;51-100;1;FALSE;1;1;;;;;;1;1;1;1;1;0,9946;1;0,9532
sum;psi_5;5;5;CG;1-50;CG;51-100;1;FALSE;1;1;;;;;;1;1;1;1;1;0,9946;1;0,9532
sum;psi_5;6;6;CG;1-50;CG;51-100;4;FALSE;1;1;;;;;;1;1;1;1;1;0,9061;1;0,8339
sum;psi_6;2;2;CG;1-50;CG;51-100;2000;TRUE;0,9257;0,903;;;;;;0,8907;0,8955;0,9024;0,9091;0,9102;0,9386;0,9087;0,9141
sum;psi_6;3;3;CG;1-50;CG;51-100;2000;TRUE;0,9468;0,9273;;;;;;0,914;0,9201;0,9274;0,9324;0,9353;0,939;0,9322;0,9137
sum;psi_6;4;4;CG;1-50;CG;51-100;2000;TRUE;0,9804;0,9812;;;;;;0,9839;0,9862;0,9842;0,979;0,976;0,9362;0,981;0,9087
sum;psi_6;5;5;CG;1-50;CG;51-100;2000;TRUE;0,9789;0,9633;;;;;;0,9498;0,9539;0,9578;0,9685;0,977;0,9386;0,9672;0,8991
sum;psi_6;6;6;CG;1-50;CG;51-100;2000;TRUE;0,9961;0,9955;;;;;;0,9964;0,9985;0,9934;0,9953;0,9948;0,9386;0,9957;0,9143
sum;psi_7;6;6;CG;1-50;CG;51-100;1406;TRUE;0,9984;0,9966;;;;;;1;1;0,9947;0,9953;0,9948;0,6328;0,997;0,654
sum;psi_7;7;7;CG;1-50;CG;51-100;582;TRUE;0,9851;0,9976;;;;;;1;1;0,996;0,9977;0,9958;0,6827;0,9945;0,6729
sum;psi_7;8;8;CG;1-50;CG;51-100;2000;TRUE;0,9984;0,996;;;;;;1;1;0,9934;0,9942;0,9948;0,4911;0,9966;0,6324
sum;psi_7;9;9;CG;1-50;CG;51-100;756;TRUE;0,9969;0,996;;;;;;1;1;0,9934;0,9942;0,9948;0,6572;0,9962;0,6865
sum;psi_7;10;10;CG;1-50;CG;51-100;2000;TRUE;0,9851;0,9931;;;;;;0,9892;0,9908;0,9934;0,9942;0,9958;0,6619;0,9911;0,7083
sum;psi_8;6;6;CG;1-50;CG;51-100;1;FALSE;1;1;;;;;;1;1;1;1;1;0,2463;1;0,6873
sum;psi_8;7;7;CG;1-50;CG;51-100;1;FALSE;1;1;;;;;;1;1;1;1;1;0,9608;1;0,8843
sum;psi_8;8;8;CG;1-50;CG;51-100;1;FALSE;1;1;;;;;;1;1;1;1;1;0,5818;1;0,8384
sum;psi_8;9;9;CG;1-50;CG;51-100;1;FALSE;1;0,9979;;;;;;1;1;0,9974;0,9965;0,9969;0,9019;0,9984;0,8833
sum;psi_8;10;10;CG;1-50;CG;51-100;1;FALSE;1;1;;;;;;1;1;1;1;1;0,9608;1;0,8854
sum;psi_9;2;2;CG;1-50;CG;51-100;2000;TRUE;0,9624;0,9648;;;;;;0,9695;0,9739;0,9697;0,9615;0,9551;0,3971;0,9642;0,7851
sum;psi_9;3;3;CG;1-50;CG;51-100;2000;TRUE;0,9828;0,9818;;;;;;0,9875;0,9892;0,9828;0,979;0,9749;0,561;0,982;0,8477
sum;psi_9;4;4;CG;1-50;CG;51-100;2000;TRUE;0,9624;0,9648;;;;;;0,9695;0,9739;0,9697;0,9615;0,9551;0,3971;0,9642;0,7851
sum;psi_9;5;5;CG;1-50;CG;51-100;2000;TRUE;0,9969;0,9836;;;;;;0,991;0,9908;0,9842;0,9802;0,977;0,7477;0,987;0,8505
sum;psi_10;2;2;CG;1-50;CG;51-100;2000;TRUE;0,9765;0,9807;;;;;;0,9857;0,9892;0,9828;0,9767;0,9739;0,8147;0,9796;0,9093
sum;psi_10;3;3;CG;1-50;CG;51-100;2000;TRUE;0,9765;0,9807;;;;;;0,9857;0,9892;0,9828;0,9767;0,9739;0,8082;0,9796;0,9036
sum;psi_10;4;4;CG;1-50;CG;51-100;2000;TRUE;0,9765;0,9807;;;;;;0,9857;0,9892;0,9828;0,9767;0,9739;0,8147;0,9796;0,9093
sum;psi_10;5;5;CG;1-50;CG;51-100;2000;TRUE;0,9765;0,9807;;;;;;0,9857;0,9892;0,9828;0,9767;0,9739;0,8147;0,9796;0,9093
sum;psi_11;2;2;CG;1-50;CG;51-100;2000;TRUE;0,3725;0,3566;;;;;;0,3584;0,3594;0,3562;0,3555;0,3549;0,066;0,3606;0,4849
sum;psi_11;3;3;CG;1-50;CG;51-100;1627;TRUE;0,9922;0,9952;;;;;;0,9946;0,9954;0,9947;0,9953;0,9958;0,9982;0,9945;0,9972
sum;psi_11;4;4;CG;1-50;CG;51-100;2000;TRUE;0,9844;0,9984;;;;;;0,9982;0,9969;0,9974;0,9988;1;0,914;0,9949;0,6777
sum;psi_11;5;5;CG;1-50;CG;51-100;385;TRUE;0,9953;0,9989;;;;;;1;0,9985;0,9987;0,9988;0,999;0,8894;0,998;0,8823
sum;psi_11;6;6;CG;1-50;CG;51-100;2000;TRUE;0,9945;0,9995;;;;;;0,9982;1;1;0,9988;1;0,9802;0,9982;0,9212
sum;psi_12;2;2;CG;1-50;CG;51-100;2000;TRUE;0,9577;0,9609;;;;;;0,9642;0,9647;0,9578;0,9604;0,9593;0,1183;0,9601;0,5467
sum;psi_12;3;3;CG;1-50;CG;51-100;2000;TRUE;0,9656;0,9752;;;;;;0,9695;0,977;0,971;0,9779;0,9781;0,8807;0,9727;0,8521
sum;psi_12;4;4;CG;1-50;CG;51-100;2000;TRUE;0,9875;0,9942;;;;;;0,991;0,9908;0,9934;0,9965;0,9969;0,9604;0,9925;0,8849
sum;psi_12;5;5;CG;1-50;CG;51-100;2000;TRUE;0,9937;0,9997;;;;;;1;0,9985;1;1;1;0,9499;0,9982;0,8479
sum;psi_13;2;2;CG;1-50;CG;51-100;695;TRUE;1;1;;;;;;1;1;1;1;1;0,7323;1;0,8617
sum;psi_13;3;3;CG;1-50;CG;51-100;2000;TRUE;0,8279;0,7595;;;;;;0,8315;0,7665;0,7507;0,7424;0,7349;0,435;0,7767;0,4497
sum;psi_13;4;4;CG;1-50;CG;51-100;2000;TRUE;0,9961;0,9976;;;;;;1;1;0,996;0,9965;0,9969;0,43;0,9972;0,4128
sum;psi_13;5;5;CG;1-50;CG;51-100;2000;TRUE;0,9773;0,982;;;;;;0,9749;0,9785;0,9802;0,9767;0,9948;0,5973;0,9808;0,636
sum;psi_14;2;2;CG;1-50;CG;51-100;2000;TRUE;0,9468;0,9466;;;;;;0,948;0,9478;0,9446;0,9464;0,9468;0,9705;0,9467;0,8252
sum;psi_14;3;3;CG;1-50;CG;51-100;2000;TRUE;0,9977;1;;;;;;1;1;1;1;1;0,9723;0,9994;0,795
sum;psi_14;4;4;CG;1-50;CG;51-100;1758;TRUE;0,9914;0,9981;;;;;;0,9982;0,9985;0,9987;0,9965;0,999;0,8631;0,9964;0,7857
sum;psi_14;5;5;CG;1-50;CG;51-100;2000;TRUE;0,9945;0,9997;;;;;;1;1;1;0,9988;1;0,9834;0,9984;0,9048
sum;psi_15;3;3;CG;1-50;CG;51-100;2000;TRUE;0,7864;0,7991;;;;;;0,7975;0,7972;0,8034;0,7984;0,7985;0,1508;0,7959;0,5455
sum;psi_15;4;4;CG;1-50;CG;51-100;2000;TRUE;0,8482;0,8755;;;;;;0,8746;0,8817;0,876;0,8834;0,8643;0,6268;0,8686;0,6338
sum;psi_15;5;5;CG;1-50;CG;51-100;2000;TRUE;0,982;0,9876;;;;;;0,9857;0,9892;0,9855;0,9883;0,9885;0,868;0,9862;0,7421
sum;psi_15;6;6;CG;1-50;CG;51-100;2000;TRUE;0,8044;0,8144;;;;;;0,8136;0,8111;0,8153;0,8135;0,8173;0,4645;0,8119;0,6303
sum;psi_15;7;7;CG;1-50;CG;51-100;2000;TRUE;0,9898;0,9847;;;;;;0,9928;0,9954;0,9908;0,986;0,9666;0,6175;0,986;0,6854
sum;psi_16;2;2;CG;1-50;CG;51-100;2000;TRUE;0,9069;0,8879;;;;;;0,8674;0,9032;0,8984;0,866;0,9008;0,3817;0,8927;0,6117
sum;psi_16;3;3;CG;1-50;CG;51-100;2000;TRUE;0,9515;0,9358;;;;;;0,9068;0,9493;0,9525;0,9114;0,952;0,8032;0,9397;0,6763
sum;psi_16;4;4;CG;1-50;CG;51-100;2000;TRUE;0,9953;0,9844;;;;;;0,957;1;1;0,9592;1;0,9475;0,9872;0,6783
sum;psi_16;5;5;CG;1-50;CG;51-100;2000;TRUE;0,9906;0,9833;;;;;;0,9534;0,9969;1;0,9592;1;0,9629;0,9852;0,716
sum;psi_16;6;6;CG;1-50;CG;51-100;2000;TRUE;0,9804;0,9833;;;;;;0,9534;0,9969;1;0,9592;1;0,9824;0,9826;0,8556
mean;psi_1;2;2;CG;1-50;CG;51-100;333;TRUE;0,9992;1;;;;;;1;1;1;1;1;0,9629;0,9998;0,9332
mean;psi_1;7;7;CG;1-50;CG;51-100;246;TRUE;1;1;;;;;;1;1;1;1;1;0,9958;1;0,986
mean;psi_1;3;3;CG;1-50;CG;51-100;2000;TRUE;0,9961;0,9987;;;;;;0,9982;0,9985;0,9987;0,9988;0,999;0,9667;0,998;0,9151
mean;psi_1;10;10;CG;1-50;CG;51-100;1013;TRUE;0,9992;0,9884;;;;;;1;1;0,9868;0,9837;0,9791;0,9584;0,9911;0,7938
mean;psi_1;4;4;CG;1-50;CG;51-100;2000;TRUE;0,9648;0,9498;;;;;;0,9319;0,9309;0,9485;0,9615;0,9635;0,9526;0,9536;0,8878
mean;psi_1;13;13;CG;1-50;CG;51-100;1822;TRUE;1;0,9995;;;;;;1;1;0,9987;1;0,999;0,8557;0,9996;0,8049
mean;psi_2;2;2;CG;1-50;CG;51-100;2000;TRUE;0,9984;0,9995;;;;;;0,9982;0,9985;1;1;1;0,7935;0,9992;0,7091
mean;psi_2;7;7;CG;1-50;CG;51-100;2000;TRUE;0,615;0,6133;;;;;;0,6022;0,6006;0,6082;0,6189;0,6273;0,9271;0,6137;0,6875
mean;psi_2;3;3;CG;1-50;CG;51-100;2000;TRUE;0,9969;1;;;;;;1;1;1;1;1;0,9366;0,9992;0,7304
mean;psi_2;10;10;CG;1-50;CG;51-100;807;TRUE;1;1;;;;;;1;1;1;1;1;0,9516;1;0,8252
mean;psi_2;4;4;CG;1-50;CG;51-100;979;TRUE;1;1;;;;;;1;1;1;1;1;0,9435;1;0,7768
mean;psi_2;13;13;CG;1-50;CG;51-100;2000;TRUE;0,615;0,6133;;;;;;0,6022;0,6006;0,6082;0,6189;0,6273;0,9271;0,6137;0,6875
mean;psi_2;5;5;CG;1-50;CG;51-100;2000;TRUE;0,615;0,6133;;;;;;0,6022;0,6006;0,6082;0,6189;0,6273;0,9271;0,6137;0,6875
mean;psi_2;16;16;CG;1-50;CG;51-100;2000;TRUE;0,8106;0,8213;;;;;;0,819;0,8264;0,8206;0,8217;0,8194;0,8038;0,8186;0,663
mean;psi_3;2;2;CG;1-50;CG;51-100;1;FALSE;1;1;;;;;;1;1;1;1;1;0,9836;1;0,9484
mean;psi_3;7;7;CG;1-50;CG;51-100;1;FALSE;1;1;;;;;;1;1;1;1;1;0,9836;1;0,9484
mean;psi_3;3;3;CG;1-50;CG;51-100;1;FALSE;1;1;;;;;;1;1;1;1;1;0,9836;1;0,9484
mean;psi_3;10;10;CG;1-50;CG;51-100;1;FALSE;1;1;;;;;;1;1;1;1;1;0,9836;1;0,9484
mean;psi_3;4;4;CG;1-50;CG;51-100;1;FALSE;1;1;;;;;;1;1;1;1;1;0,9836;1;0,9484
mean;psi_3;13;13;CG;1-50;CG;51-100;1;FALSE;1;1;;;;;;1;1;1;1;1;0,9836;1;0,9484
mean;psi_3;5;5;CG;1-50;CG;51-100;1;FALSE;1;1;;;;;;1;1;1;1;1;0,9836;1;0,9484
mean;psi_3;16;16;CG;1-50;CG;51-100;1;FALSE;1;1;;;;;;1;1;1;1;1;0,9836;1;0,9484
mean;psi_3;6;6;CG;1-50;CG;51-100;1;FALSE;1;1;;;;;;1;1;1;1;1;0,9836;1;0,9484
mean;psi_3;19;19;CG;1-50;CG;51-100;1;FALSE;1;1;;;;;;1;1;1;1;1;0,9836;1;0,9484
mean;psi_4;2;2;CG;1-50;CG;51-100;2000;TRUE;0,9742;0,9789;;;;;;0,9839;0,9908;0,9776;0,9767;0,9708;0,912;0,9777;0,8311
mean;psi_4;7;7;CG;1-50;CG;51-100;2000;TRUE;0,885;0,8837;;;;;;0,8925;0,8909;0,8852;0,8788;0,8768;0,9225;0,884;0,9206
mean;psi_4;3;3;CG;1-50;CG;51-100;2000;TRUE;0,8928;0,8863;;;;;;0,8961;0,894;0,8879;0,8811;0,8789;0,9037;0,888;0,7881
mean;psi_4;10;10;CG;1-50;CG;51-100;2000;TRUE;0,838;0,8348;;;;;;0,8441;0,8418;0,8364;0,8298;0,8278;0,9037;0,8356;0,7879
mean;psi_4;4;4;CG;1-50;CG;51-100;2000;TRUE;0,9757;0,9646;;;;;;0,948;0,9524;0,9604;0,972;0,9791;0,9011;0,9674;0,7877
mean;psi_4;13;13;CG;1-50;CG;51-100;2000;TRUE;0,9812;0,9659;;;;;;0,9498;0,9539;0,9617;0,9732;0,9802;0,9037;0,9698;0,7863
mean;psi_4;5;5;CG;1-50;CG;51-100;2000;TRUE;0,9773;0,9659;;;;;;0,9462;0,9508;0,9644;0,9744;0,9812;0,9197;0,9688;0,9044
mean;psi_4;16;16;CG;1-50;CG;51-100;2000;TRUE;0,838;0,8348;;;;;;0,8441;0,8418;0,8364;0,8298;0,8278;0,8757;0,8356;0,6682
mean;psi_4;6;6;CG;1-50;CG;51-100;2000;TRUE;0,838;0,8348;;;;;;0,8441;0,8418;0,8364;0,8298;0,8278;0,8843;0,8356;0,7041
mean;psi_4;19;19;CG;1-50;CG;51-100;2000;TRUE;0,838;0,8348;;;;;;0,8441;0,8418;0,8364;0,8298;0,8278;0,8726;0,8356;0,6674
mean;psi_5;2;2;CG;1-50;CG;51-100;1;FALSE;1;1;;;;;;1;1;1;1;1;0,9946;1;0,9532
mean;psi_5;7;7;CG;1-50;CG;51-100;1;FALSE;1;1;;;;;;1;1;1;1;1;0,9946;1;0,9532
mean;psi_5;3;3;CG;1-50;CG;51-100;494;TRUE;1;1;;;;;;1;1;1;1;1;0,9927;1;0,9504
mean;psi_5;10;10;CG;1-50;CG;51-100;1;FALSE;1;1;;;;;;1;1;1;1;1;0,9946;1;0,9532
mean;psi_5;4;4;CG;1-50;CG;51-100;1;FALSE;1;1;;;;;;1;1;1;1;1;0,9946;1;0,9532
mean;psi_5;13;13;CG;1-50;CG;51-100;1;FALSE;1;1;;;;;;1;1;1;1;1;0,9946;1;0,9532
mean;psi_5;5;5;CG;1-50;CG;51-100;1;FALSE;1;1;;;;;;1;1;1;1;1;0,9946;1;0,9532
mean;psi_5;16;16;CG;1-50;CG;51-100;1;FALSE;1;1;;;;;;1;1;1;1;1;0,9946;1;0,9532
mean;psi_5;6;6;CG;1-50;CG;51-100;1;FALSE;1;1;;;;;;1;1;1;1;1;0,9946;1;0,9532
mean;psi_5;19;19;CG;1-50;CG;51-100;1;FALSE;1;1;;;;;;1;1;1;1;1;0,9946;1;0,9532
mean;psi_6;2;2;CG;1-50;CG;51-100;2000;TRUE;0,9476;0,9371;;;;;;0,9444;0,9447;0,938;0,9347;0,929;0,9386;0,9397;0,9147
mean;psi_6;7;7;CG;1-50;CG;51-100;2000;TRUE;0,9257;0,903;;;;;;0,8907;0,8955;0,9024;0,9091;0,9102;0,9386;0,9087;0,9141
mean;psi_6;3;3;CG;1-50;CG;51-100;2000;TRUE;0,9257;0,903;;;;;;0,8907;0,8955;0,9024;0,9091;0,9102;0,9386;0,9087;0,9141
mean;psi_6;10;10;CG;1-50;CG;51-100;2000;TRUE;0,9257;0,903;;;;;;0,8907;0,8955;0,9024;0,9091;0,9102;0,9386;0,9087;0,9141
mean;psi_6;4;4;CG;1-50;CG;51-100;2000;TRUE;0,9257;0,903;;;;;;0,8907;0,8955;0,9024;0,9091;0,9102;0,9386;0,9087;0,9141
mean;psi_6;13;13;CG;1-50;CG;51-100;2000;TRUE;0,9257;0,903;;;;;;0,8907;0,8955;0,9024;0,9091;0,9102;0,9386;0,9087;0,9141
mean;psi_6;5;5;CG;1-50;CG;51-100;2000;TRUE;0,9257;0,903;;;;;;0,8907;0,8955;0,9024;0,9091;0,9102;0,9386;0,9087;0,9141
mean;psi_6;16;16;CG;1-50;CG;51-100;2000;TRUE;0,9257;0,903;;;;;;0,8907;0,8955;0,9024;0,9091;0,9102;0,9386;0,9087;0,9141
mean;psi_6;6;6;CG;1-50;CG;51-100;2000;TRUE;0,9257;0,903;;;;;;0,8907;0,8955;0,9024;0,9091;0,9102;0,9386;0,9087;0,9141
mean;psi_6;19;19;CG;1-50;CG;51-100;2000;TRUE;0,9257;0,903;;;;;;0,8907;0,8955;0,9024;0,9091;0,9102;0,9386;0,9087;0,9141
mean;psi_7;6;6;CG;1-50;CG;51-100;1223;TRUE;0,9875;0,9942;;;;;;0,991;0,9923;0,9947;0,9953;0,9958;0,6258;0,9925;0,6875
mean;psi_7;19;19;CG;1-50;CG;51-100;2000;TRUE;0,6698;0,6915;;;;;;0,7079;0,7112;0,6873;0,683;0,6795;0,3264;0,686;0,4888
mean;psi_7;7;7;CG;1-50;CG;51-100;2000;TRUE;0,9781;0,9921;;;;;;0,9946;0,9954;0,9894;0,9907;0,9916;0,6603;0,9885;0,6293
mean;psi_7;22;22;CG;1-50;CG;51-100;2000;TRUE;0,6698;0,6915;;;;;;0,7079;0,7112;0,6873;0,683;0,6795;0,3264;0,686;0,4888
mean;psi_7;8;8;CG;1-50;CG;51-100;2000;TRUE;0,9937;0,9913;;;;;;1;1;0,9855;0,9872;0,9885;0,678;0,9919;0,5503
mean;psi_7;25;25;CG;1-50;CG;51-100;2000;TRUE;0,6698;0,6915;;;;;;0,7079;0,7112;0,6873;0,683;0,6795;0,3264;0,686;0,4888
